name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	BASO_COUNT	EO_COUNT	HCT	HGB	LYMPH_COUNT	MCH	MCHC	MCV	MEAN_RETIC_VOL	MONO_COUNT	MPV	NEUTRO_COUNT	PLT_COUNT	RBC_COUNT	RETIC_COUNT	WBC_COUNT
BM1077-MEP-Frozen-160107-12	MEP	24.838	-11.328	-3.8629	5.3509	2.919	-0.41612	1.478	-0.2595	-1.5091	-2.4759	-0.0656429319401688	1.94128063003462	-0.575918224672056	-0.0872708101329924	2.1574787617446	-0.45309960198001	-0.627085566630507	-0.744793441951537	-0.991092784846627	-0.809067117131117	-0.446792347397843	-0.0400464139869846	0.250801971954837	-0.92298417420571	-0.247736797738144	-0.510190191407292
singles-BM0828-MEP-160420-18	MEP	29.477	-10.678	-4.2809	5.1078	4.3191	1.3018	1.3966	0.070563	-1.5398	-2.3707	-0.354414306411505	-1.04013943809854	1.20628418142366	1.0733728813528	-0.424610767450242	-0.571590231674538	-0.123015189520971	-0.937051117910299	-1.07869787748856	-0.10417161230286	0.102941395122576	-1.41561915998543	1.55869477413228	0.486358614631525	-1.45055343877021	-1.29867288673147
singles-MEP-141017-9	MEP	20.474	-12.495	-3.206	4.752	2.8672	0.31565	1.2333	0.039084	-1.545	-2.1071	-0.338441438812912	1.8095944354515	-0.0634459758998087	0.500211545875558	-0.756050581824742	-0.78216904770868	-0.429116955224445	-0.245671342593229	-0.445774473866375	-0.488205480410906	-0.741473439784601	-0.55968190469532	-0.41903407916995	0.0403891092918478	-0.513701444334394	-0.432848393220627
singles-MEP-141017-21	MEP	27.464	-11.751	-2.8039	5.694	3.5556	0.50374	1.7419	-0.4414	-1.845	-2.3819	-0.157232683569869	-0.0156504924418406	-1.15193456553396	-0.406228151625747	-1.3946293250267	-2.37059213390489	-0.417231029885194	-1.44256785998548	-0.921022449619648	0.818333331443423	-0.79432333888473	-1.0823625956914	0.170028375928377	-1.58615646648808	-1.22726599783544	-1.29196522940702
singles-BM0828-MEP-160420-56	MEP	24.178	-11.704	-3.6301	4.8788	3.8122	1.0046	1.4699	0.28715	-1.5953	-2.3819	-0.474947678334674	1.75829994484906	-1.47407537820705	-0.762940142472718	-1.33874246027813	2.06959188598134	-0.0327057842374195	2.04156586121907	1.12342960172537	-1.49512688208405	-1.60287984810044	0.0490108680972503	-1.1245150650267	0.700077776970965	1.10329681033117	-1.10456291814846
singles-MEP-141017-67	MEP	17.539	-12.176	-3.6076	4.3455	2.8331	-0.013964	1.1494	0.20373	-1.4169	-1.9612	-0.53117934160062	-0.765306487722362	-0.953423033511061	-0.87543312590109	-1.22545017163304	-0.0437730851863787	-0.224949655025633	-0.542182339855749	0.249672784036249	-0.414257212631212	1.3669463513946	1.29499038857554	1.65850736618387	2.7839544335681	1.08160296673463	-1.11757685260609
singles-BM0828-MEP-160420-87	MEP	30.035	-10.734	-3.8263	4.8453	4.3458	1.3915	1.3379	-0.19161	-1.5288	-2.5494	-0.584641435165108	-0.92474109842892	-1.401716196174	-1.12869593962016	-0.559516557571433	-1.0042710543026	-0.635452238070294	-1.02515062864259	-0.972314442191429	0.311804830100838	-0.62078520285601	-0.961132484300599	-0.490234511351929	-0.579254524512916	-0.398386084839744	-1.00316109853585
singles-BM0828-MEP-160420-4	MEP	29.538	-10.738	-4.0519	5.2183	4.3668	1.5222	1.6433	0.065569	-1.4814	-2.2903	-0.392171687475996	-0.171297176864352	3.63295818640777	5.31240261627049	-1.58904577485685	-1.66576157289991	-0.035328242718983	-1.1685125965565	-1.44802806744539	-0.630878811254899	-1.8493460360494	-1.20677736012654	-1.15669681778708	1.02928280324837	0.108017538182293	-1.17010718051346
singles-BM0828-MEP-160420-25	MEP	30.923	-10.273	-3.951	5.1069	4.65	1.5763	1.456	-0.082343	-1.4771	-2.336	1.32316673672976	0.285123375687016	2.81296607567759	2.6273987202838	1.46429871909116	0.764155216107252	0.476259518317788	-0.346772198340553	1.46640784107256	0.547068939397508	-0.754298622663332	1.0082256559822	-1.38146039211465	0.0725854156467718	1.60924692739989	1.44897752848085
BM1077-MEP-Frozen-160107-15	MEP	14.631	-11.506	-3.6427	4.1153	1.6279	-0.66172	1.0709	0.32741	-1.0623	-2.0419	0.264016648132733	-0.761254088105286	-0.355409003355814	0.242506041968243	-0.339517152986431	-0.782584635555035	-0.59434473741536	-0.314945027905307	-0.048516236846707	0.356953757867886	-0.255138543071593	-0.401004762075847	0.650858751769261	-0.803734857157404	2.33073850089179	-0.83725809242504
singles-BM0828-MEP-160420-44	MEP	30.821	-10.653	-3.8519	5.3186	4.4172	1.4082	1.5825	-0.15811	-1.575	-2.4428	-1.33345752309423	-0.0714619474586128	-0.926503211414735	-0.917754426192635	-0.561564714975109	1.1598171307821	0.384114929829446	0.477710639650599	1.77061376699531	-1.15026598798066	-1.20982291350487	-0.810680254382698	-1.68907200900574	0.94907304799827	0.759725286816324	-1.44994271023459
singles-BM0828-MEP-160420-43	MEP	24.961	-12.173	-3.2356	4.9989	3.7627	1.2174	1.418	-0.31518	-1.3811	-2.3169	-0.30915572729332	-1.07588887806835	0.832148208839637	0.400162258677359	-0.815096530823812	-0.168813872315721	-0.505142690513233	0.467894220833864	-1.20040437642891	-0.310003133910693	-0.543390347447177	-0.946588041246414	0.120203339256525	0.759829467690863	-1.01148566976997	-0.991897533791661
singles-BM0828-MEP-160420-39	MEP	29.139	-10.899	-4.2139	4.8891	4.378	1.288	1.3976	-0.087387	-1.4949	-2.385	-0.554994952689949	1.86089088410814	1.72588539354375	1.71623139654965	0.878312245416597	-1.43799347623499	-0.669273666011868	-1.65079293088643	-2.25447983199464	-0.871600328404663	-0.289036463753298	0.502528382965018	-0.431405861369083	-0.231127865099214	-1.11367462105423	-0.10736666288409
BM1077-MEP-Frozen-160107-3	MEP	24.148	-11.976	-3.5319	5.2372	3.2066	0.39616	1.5954	0.060115	-1.6253	-2.3279	2.19699349566541	-0.500573332057823	-1.09962298998842	-0.861626939268481	-0.985783680479687	-0.582605755713179	-0.341723493689968	-0.877050854761453	-0.955701330858005	-0.669180978730534	1.44884040045119	0.613706512422004	0.350697767516263	-0.16646308242469	1.20045229741828	-0.938404420805601
BM1077-MEP-Frozen-160107-4	MEP	27.77	-11.555	-3.6482	5.4492	3.5975	0.64964	1.619	-0.12036	-1.7024	-2.5118	-0.467266133857597	-0.560690579784925	-0.360013634338466	-1.11098376215721	-0.828470691173825	0.0808425376244332	-0.786880197157351	-0.477229683624419	0.10360545762573	0.127244494714233	0.0193986860167513	-0.745875035316966	2.8268559834914	0.178150353406867	0.861060485271205	-0.667131775404409
singles-BM0828-MEP-160420-76	MEP	29.6	-10.915	-3.8914	5.0988	4.2567	1.3405	1.4948	-0.011687	-1.563	-2.4737	-0.26502074500768	0.266283916979919	-0.154837896042281	-0.478129235887786	1.28561623870312	-0.453917878616443	2.65994086102129	0.196134847650027	-0.824568967586355	-0.360462657575312	-1.23050726205144	1.15609779749662	0.756176239971748	-0.156973562570128	-0.415933547792085	1.44557623591747
singles-MEP-141017-38	MEP	12.655	-12.024	-3.1062	3.7745	2.1057	-0.23044	0.90317	0.4459	-1.2622	-1.9247	-0.469233367852118	2.01570060322959	-0.174633318755022	-0.571966655633421	-0.270565830723354	0.704074837325212	-0.708832487428473	0.278833917067751	1.27598713234459	2.02538484496873	1.01745283742129	1.76504922735667	1.66936431980773	0.679907650399567	-0.519734220186831	0.646547363649149
singles-BM0828-MEP-160420-12	MEP	28.169	-10.539	-4.4468	4.8588	4.3607	1.4981	1.4126	0.2308	-1.4165	-2.3643	-0.468142160905452	0.271062469031514	1.96110696952575	2.04516177612427	-0.272841472274749	1.15989354130995	0.66049468706753	0.509619912825546	0.229872225561153	-0.430674567075538	0.257541403054728	0.531627332354936	-0.631311252098787	2.81125028386469	-1.02308722511423	0.513188504324671
singles-BM0828-MEP-160420-30	MEP	29.038	-11.463	-3.3336	5.5289	4.0213	1.1923	1.6744	-0.30308	-1.6794	-2.386	0.937972344601478	-0.195224399564241	-0.319188934937233	0.326926053928126	0.0144786546901384	-0.313483437762832	0.204788498137926	-1.37199394851634	0.056949527968298	-1.00081860525708	-0.528084616167032	-1.05347268583811	-1.26998416409428	-0.771174354891649	-0.174467315729272	-0.639672671875383
BM1077-MEP-Frozen-160107-14	MEP	29.985	-11.016	-3.6217	6.0265	3.6469	0.38553	1.8172	-0.55825	-1.6427	-2.4107	0.133739092391317	0.515280492340564	-1.10575249158974	-0.662100127944233	-0.850223270436971	-1.97926134341456	-0.476011629137129	-1.7248659927296	-1.30873500957395	1.30975204619755	0.190701142608447	0.950563838507227	-0.894349863193136	-1.71315114232822	-1.03748179317073	-0.595679284670701
BM1077-MEP-Frozen-160107-45	MEP	24.282	-11.844	-3.4144	5.3501	2.742	-0.18161	1.6234	-0.29666	-1.6345	-2.3372	-0.521183816087171	-0.632774235354012	-0.261555852395238	0.142927050449328	0.448818404566059	0.44727287226	1.53514650107972	-0.07519199299554	-0.300947199565613	-0.406491769698556	2.62258108404787	-0.418910781578204	-0.659534040787405	0.260882283738444	-0.480291733618817	-0.637108222119455
singles-MEP-141017-22	MEP	16.546	-12.122	-3.0507	4.2693	2.4946	-0.17661	1.1533	0.37508	-1.3443	-2.1374	-0.361980947928961	0.325812604888703	-1.15411760195067	-1.08868687206804	-0.717302680449013	1.78492464745345	1.08861307766893	1.79744523006702	0.8967483028198	-0.0832757057952522	0.918885312667544	-0.280086304971116	0.592447271529965	0.0517132900473419	1.02148176043572	-0.327748070653068
singles-BM0828-MEP-160420-67	MEP	24.995	-12.011	-3.4335	5.0164	3.6543	0.65256	1.3738	-0.12921	-1.4486	-2.476	-0.526640389505012	-1.05491997215124	-0.77409886477301	-0.402824753585424	2.14229565461443	1.16731519486172	-0.84633630126567	0.259463326042194	1.31045271650948	-0.824899195505525	-0.82469806627849	-0.830313283685391	-0.5070362105674	-0.815443909903503	0.331151612396408	-0.793435607084529
singles-MEP-141017-34	MEP	31.782	-10.612	-2.5976	5.8334	3.834	1.1499	2.1086	-1.0194	-1.7959	-2.3902	-0.624368677257904	0.0617809165620475	-0.783564925586576	-0.353799269554298	-0.518360564665557	-0.173822046786849	-0.340532051036831	-0.885615423604518	-0.514287659147633	2.39852425839605	-0.0447953445142299	2.04770748832559	-0.105073391132079	-0.865968894288944	-0.587257683026846	-0.82510469282769
singles-BM0828-MEP-160420-23	MEP	24.414	-12.142	-3.2013	5.1714	3.4338	0.53227	1.5631	-0.011893	-1.6438	-2.3503	0.184347978185426	1.27158070031324	1.06398767880342	1.23754257598752	0.393904876709167	-0.57169610382582	0.992349728037588	0.365902877995604	-0.736121447904762	0.140585945569402	-0.0511828160949633	-0.276400930196619	-1.48748617822813	-0.263635848252632	0.618818793881177	-1.70340578434788
