name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	BASO_COUNT	EO_COUNT	HCT	HGB	LYMPH_COUNT	MCH	MCHC	MCV	MEAN_RETIC_VOL	MONO_COUNT	MPV	NEUTRO_COUNT	PLT_COUNT	RBC_COUNT	RETIC_COUNT	WBC_COUNT
singles-BM0828-HSC-fresh-151027-33	HSC	35.848	-8.0086	-0.74692	4.5404	2.4031	0.96294	2.0488	-0.5672	-1.5429	-2.364	-0.624679109834919	-0.23150135041063	-0.860193127640903	-0.792122255278855	2.43652902512071	0.0173392022678103	1.12630616681469	0.501470478063208	0.122738633334719	-1.15343973133658	-0.674418606974244	-0.928029377843336	-1.09392396663272	-0.760299908693664	1.06552117564896	-0.40199123112935
singles-BM0106-HSC-LS-160219-79	HSC	35.92	-6.9901	-0.49628	4.1929	2.3332	1.0464	2.0366	-0.47673	-1.4518	-2.2393	0.102618419012384	-0.325564953405633	-1.15771387301285	-0.405573180672766	-0.928978153052035	0.546244688875953	0.300247980556637	0.307679553079912	-0.814083114550486	1.30152539477288	-0.34661068821766	1.89001827455364	-0.294393863203131	-0.491525930242734	-0.298529018948192	0.0285701905471797
singles-BM0828-HSC-fresh-151027-89	HSC	36.163	-7.092	-0.771	4.0822	2.539	1.1862	1.976	-0.099845	-1.7269	-2.2742	-0.558803212431891	-0.643435486801864	-0.129387672708878	-0.6889189258808	-0.691914926596163	-1.10635337872229	-0.300561352510469	-0.87028384123532	-0.745789264801686	0.0387685946962752	-0.492247988483736	0.363727591681068	-1.11197683741014	-0.936177773295137	-1.04729828906356	1.36282776624921
singles-BM0828-HSC-frozen-151027-71	HSC	36.616	-6.8313	-0.47681	4.5549	2.8921	1.0788	1.9375	-0.34115	-1.7344	-2.3511	-0.485883906311744	-0.721583864102519	0.193570362422914	-0.177840202600224	1.64240013967952	0.0657051343261586	-0.639352586201026	-0.709318869146726	-1.12904260521558	1.41878357875425	0.331864249756526	2.30668750452606	0.351792916257393	-0.590095407278951	-0.528045488973062	-0.0241736348567778
singles-BM0828-HSC-frozen-151027-53	HSC	36.629	-7.321	-0.79914	4.4653	2.6385	0.86696	1.8184	-0.69958	-1.5375	-2.3234	-0.165170415041757	-0.821442546031755	-0.564362762264554	-0.53297061198049	3.83829165597316	-0.703334380711274	0.900787545944604	-0.0728424076083206	-0.369542339533357	-0.67406587804039	0.329288851054173	4.23957030459905	-1.14625078647519	0.0688241593380108	-0.892468208104431	3.17690419001389
singles-BM0828-HSC-frozen-151027-87	HSC	36.059	-6.6724	0.099282	4.5079	2.7793	0.55889	1.7944	-0.23677	-1.7919	-2.3523	14.6061393433967	-0.200231210962764	-0.612035566026667	-0.528865640987403	-0.541366915915024	-1.34885980342709	-0.433726266388394	-1.26738615941322	-0.93955833535786	-0.612709779564702	-0.905712847294488	-0.9288652779176	1.90433658488185	-0.70322526067154	-0.413436710655751	-0.857455438740271
singles-BM0106-HSC-SIM-160219-31	HSC	36.732	-7.2218	-0.73825	4.7641	3.004	1.0602	2.1168	-0.25841	-1.7837	-2.3437	-0.385175362427328	-0.132573876990056	-0.420991390454941	-0.547933312412481	-0.885439878373991	-0.358609517378524	-0.659088902317037	0.0240252852488368	1.15418894491816	-1.04605147521385	-0.377578867685683	-0.371254628302859	1.5139032619559	0.566684061501801	-0.396959744605396	0.274557638223845
singles-BM0106-HSC-SIM-160219-37	HSC	36.06	-7.5642	-0.4854	4.5616	2.662	1.3481	2.0625	-0.2558	-1.6795	-2.2291	-0.632937869959095	-1.79996607030301	0.926822870024356	1.28315574871902	-0.437503363782326	-0.896129345183771	-0.243408383017775	-1.05812773220476	0.453626120565938	-1.2658442959534	0.0414928100763206	-1.36985709743962	-0.0262592576089779	1.73720965934718	-0.485478993281799	-1.64249479736805
singles-BM0106-HSC-LS-160219-62	HSC	36.21	-7.1793	-0.91817	4.5103	2.4965	1.4374	2.0944	-0.28202	-1.5427	-2.3768	-0.358618861446564	-0.700382697903747	0.252019422343567	-0.574907357194768	1.56701723343979	-0.526989438278583	-0.696730522156833	0.159116677920532	0.74333796359412	-0.676856226252025	-1.01596284365025	0.572273508692186	1.883770787766	-0.278406493291938	-0.0726083947486563	0.286171554319276
BM1077-HSC-Frozen-160105-12	HSC	37.148	-5.3387	-0.68234	4.3285	3.1799	0.79008	1.3984	-0.40332	-1.5794	-2.3117	-0.566332299042153	-0.101708714914061	-0.049239347706459	1.05805938117439	1.12074287521644	0.331517214179571	-0.0476090027091595	1.00396912984048	0.384599157623168	1.54867053033033	0.193628346411247	-0.279722397723335	-1.35377721889214	0.715731108640481	-1.41871197755103	-0.018921984413627
singles-BM0828-HSC-frozen-151027-65	HSC	36.92	-5.8143	-0.62305	4.2393	2.72	0.87653	1.5234	-0.62609	-1.4951	-2.3717	-0.703186290561989	0.785456267818933	0.792648997945204	1.10309822013328	-0.860854109994328	-0.447613069859211	1.88977164349838	1.20995110387945	1.34768228774646	0.28367340081929	-1.16194391703964	-0.923987860991579	-0.747932602411549	-0.926408948844656	-0.870539922514378	-0.551904389080292
