rank	TF	cluster1_mean_zscore	cluster2_mean_zscore	t_statistic	pval	FDR	logp
143	ENSG00000136574_LINE2102_GATA4_D_N2	9.71555131578947	6.97333209677419	4.78733315961161	4.59629803310216e-06	2.52304596247431e-05	5.33759181855311
144	ENSG00000111206_LINE1956_FOXM1_D	-0.0960790342105263	0.711693419354839	-4.77691860322489	4.9754973901318e-06	2.68070256918601e-05	5.30316349723142
145	ENSG00000171786_LINE269_NHLH1_D_N3	-0.915743052631579	-1.72346224193548	4.76804041265963	4.9859563048287e-06	2.68070256918601e-05	5.30225153182
146	ENSG00000104903_LINE202_LYL1_I_N4	-0.915743052631579	-1.72346224193548	4.76804041265963	4.9859563048287e-06	2.68070256918601e-05	5.30225153182
147	ENSG00000107485_LINE2094_GATA3_D_N6	10.6607605263158	7.81439225806452	4.75679838943124	5.05269884834443e-06	2.69810655812772e-05	5.29647658587018
148	ENSG00000156925_LINE1001_ZIC3_D_N1	-0.461824105263158	0.249943017741935	-4.75115069497168	5.23818336583524e-06	2.77825432999544e-05	5.28081930289884
149	ENSG00000090447_LINE110_TFAP4_D_N1	-0.700836646052632	-1.45221848387097	4.69477201318612	6.44239867862832e-06	3.39401960618294e-05	5.19095240299183
150	ENSG00000130522_LINE409_JUND_D_N1	-0.89621047368421	-2.14936051612903	4.68903554781312	6.62958175615587e-06	3.46934819980282e-05	5.17851386929102
151	ENSG00000175832_LINE1927_ETV4_D_N1	-3.42466647368421	-5.37290596774194	4.76168175004011	6.72312399021838e-06	3.49500009287572e-05	5.17242887925976
152	ENSG00000151702_LINE1882_FLI1_D_N1	-3.08337613157895	-5.03962725806452	4.74690249753722	6.97270736861203e-06	3.60089841202589e-05	5.15659856093359
153	ENSG00000031544_LINE2888_NR2E3_D	-0.59240625	0.139183741935484	-4.67362286745859	7.13330194755371e-06	3.65975653660584e-05	5.14670939221639
154	ENSG00000142611_LINE960_PRDM16_I	3.76824552631579	2.58897258064516	4.6473265169263	7.97698892719529e-06	4.06603662784215e-05	5.0981610107896
155	ENSG00000197579_LINE3699_TOPORS_D	-0.72788922368421	0.149634161290323	-4.65447019783358	8.15625451558669e-06	4.11333425341394e-05	5.088509230541
156	ENSG00000205143_LINE53_ARID3C_I	-0.749683595394737	0.131924514516129	-4.65406998016196	8.17458252070293e-06	4.11333425341394e-05	5.08753441769945
157	ENSG00000178951_LINE1236_ZBTB7A_D_N1	-0.778905526315789	-0.199504887096774	-4.64340689047492	8.44796935511391e-06	4.20292759879996e-05	5.07324767020433
158	ENSG00000152977_LINE990_ZIC1_D_N1	-0.642180606578947	0.143821274193548	-4.63692363289158	8.45971977679465e-06	4.20292759879996e-05	5.07264402247012
