rank	TF	cluster1_mean_zscore	cluster2_mean_zscore	t_statistic	pval	FDR	logp
53	ENSG00000122691_LINE162_TWIST1_D	-1.11278213257576	-0.0150717226890756	-9.4968579958773	8.93276871396952e-20	6.87043528701205e-19	19.0490139105592
54	ENSG00000066336_LINE1811_SPI1_D_N1	-1.32607003606061	0.46957073105042	-9.50423771411259	9.88737651216864e-20	7.46382324533075e-19	19.0049189275568
55	ENSG00000172216_LINE492_CEBPB_D_N1	-1.46023882651515	0.29233570210084	-9.46777201645873	1.13053260087528e-19	8.37904329579211e-19	18.9467169095008
56	ENSG00000105516_LINE351_DBP_D_N1	-1.37341939015152	0.317054949579832	-9.43071251047047	1.52705484822852e-19	1.1115797913598e-18	18.8161453638243
57	ENSG00000142539_LINE1880_SPIB_D_N2	-1.47664648484848	0.453830008403361	-9.41957531000504	1.91807848065762e-19	1.37172025247106e-18	18.7171336270823
58	ENSG00000071564_LINE93_TCF3_D_N1	-0.736099518939394	0.326938	-9.32351357346441	4.54315942235315e-19	3.19303748250448e-18	18.3426420232484
59	ENSG00000148516_LINE580_ZEB1_D_N1	-0.95617415	-0.0399134444957983	-9.21697167588936	8.8655411891934e-19	6.12529872549197e-18	18.0522947481278
60	ENSG00000153879_LINE428_CEBPG_D_N2	-1.4596554469697	0.214192978991597	-9.15554514872087	1.40206119553383e-18	9.52554323864393e-18	17.853233030376
61	ENSG00000109381_LINE1818_ELF2_D	-0.833057602272727	0.485999802521008	-9.14163406453592	1.70301663040397e-18	1.13805457097564e-17	17.7687811110172
62	ENSG00000170581_LINE3510_STAT2_D_N2	-2.00529665568182	-1.01264239495798	-9.06704836545464	2.83145911787764e-18	1.86162687282292e-17	17.5479897045684
63	ENSG00000165495_LINE2439_PKNOX2_D	-0.749494009469697	0.121968838655462	-8.973635976645	6.07933607591048e-18	3.93359493986074e-17	17.2161438474234
64	ENSG00000089225_LINE3523_TBX5_D_N2	-0.747229029545455	0.140854159243697	-8.84234597177537	1.64630981231746e-17	1.03245764283795e-16	16.7834884333285
65	ENSG00000121075_LINE3535_TBX4_D_N1	-0.747229029545455	0.140854159243697	-8.84234597177537	1.64630981231746e-17	1.03245764283795e-16	16.7834884333285
66	ENSG00000245848_LINE568_CEBPA_D_N4	-1.77460244318182	0.386475969747899	-8.71902541872501	4.1697680053298e-17	2.57538398443184e-16	16.3798881073303
67	ENSG00000151702_LINE1882_FLI1_D_N1	-0.928061229924242	0.516993510504202	-8.59143527556793	1.20592141248917e-16	7.3369952413877e-16	15.9186809933852
68	ENSG00000146618_LINE224_FERD3L_I	-0.908222554431818	0.00287650630252101	-8.58563173199297	1.31294191246598e-16	7.87065059696378e-16	15.8817544876604
69	ENSG00000153879_LINE430_CEBPG_D_N1	-1.16708494924242	0.444758769327731	-8.56025239409145	1.39955393950586e-16	8.26826873862825e-16	15.8540103589496
70	ENSG00000092067_LINE336_CEBPE_D_N1	-1.22282226098485	0.318409084033613	-8.53712665739622	1.66507616052358e-16	9.69639047744803e-16	15.7785658970894
71	ENSG00000126456_LINE2738_IRF3_D_N1	-1.75974276515152	-0.88208187184874	-8.42073201751715	3.98203428020206e-16	2.28623400036109e-15	15.3998950055747
72	ENSG00000135373_LINE1867_EHF_D_N1	-0.785054972348485	0.51207728487395	-8.4163063684854	4.3054670561386e-16	2.43759644351033e-15	15.365979729483
73	ENSG00000162367_LINE244_TAL1_D_N1	-0.677828435606061	0.15720527184874	-8.41139778352167	4.84766064541962e-16	2.63478377299419e-15	15.314467790034
74	ENSG00000104903_LINE205_LYL1_I_N1	-0.677828435606061	0.15720527184874	-8.41139778352167	4.84766064541962e-16	2.63478377299419e-15	15.314467790034
75	ENSG00000186051_LINE512_TAL2_I_N1	-0.677828435606061	0.15720527184874	-8.41139778352167	4.84766064541962e-16	2.63478377299419e-15	15.314467790034
76	ENSG00000140968_LINE2754_IRF8_D_N1	-2.56820926856061	-1.57595634243697	-8.32523254310479	8.67149698186407e-16	4.65108759204149e-15	15.0619059227264
77	ENSG00000123307_LINE282_NEUROD4_I_N1	-0.681528833333333	0.128194758907563	-8.24092482378462	1.58787652426762e-15	8.19339080569633e-15	14.799183272006
78	ENSG00000164600_LINE419_NEUROD6_I_N1	-0.681528833333333	0.128194758907563	-8.24092482378462	1.58787652426762e-15	8.19339080569633e-15	14.799183272006
79	ENSG00000172238_LINE957_ATOH1_I_N1	-0.681528833333333	0.128194758907563	-8.24092482378462	1.58787652426762e-15	8.19339080569633e-15	14.799183272006
80	ENSG00000184058_LINE3557_TBX1_D_N1	-0.657193236742424	0.112790252941176	-8.16717370846751	2.60001386470293e-15	1.32482864700522e-14	14.5850243361261
81	ENSG00000139083_LINE1875_ETV6_D_N1	-1.05930669318182	-0.147802067226891	-8.13918814307299	3.21890422702279e-15	1.61993306411649e-14	14.49229194481
82	ENSG00000151702_LINE1888_FLI1_D_N1	-0.672836799242424	0.368804441176471	-8.0383791148248	7.23387453952757e-15	3.59609497694167e-14	14.1406290276816
83	ENSG00000139352_LINE730_ASCL1_I_N2	-1.07216569166667	-0.185628172268908	-8.01743351207196	8.10217679359674e-15	3.97921730479781e-14	14.0913982845237
84	ENSG00000019549_LINE604_SNAI2_D_N2	-0.628943372348485	0.218186273109244	-7.98959916813807	9.40811230356202e-15	4.56559349024686e-14	14.0264975071134
85	ENSG00000179348_LINE2110_GATA2_D_N1	0.600799411363636	-0.173893583613445	7.93625868975762	1.40060140819187e-14	6.71691212220589e-14	13.8536854413397
86	ENSG00000112658_LINE2795_SRF_D_N1	0.467749150757576	-0.279746163865546	7.90245350553747	1.76668942250527e-14	8.37405465524053e-14	13.7528397911539
87	ENSG00000181690_LINE1275_PLAG1_D_N1	-0.438713602272727	0.222345390714286	-7.8556560880725	2.58215718761258e-14	1.20986651494829e-13	13.5880173237912
88	ENSG00000128604_LINE2742_IRF5_D_N1	-0.779615337121212	-0.094104473487395	-7.81210709744368	3.46477666615009e-14	1.60496884794859e-13	13.4603247540636
89	ENSG00000107485_LINE2093_GATA3_D_N1	1.61173378030303	0.571012412184874	7.72906637576111	6.33062015016185e-14	2.89954786662714e-13	13.1985537442321
90	ENSG00000162624_LINE2410_LHX8_I	0.550414168181818	-0.170233506722689	7.66656632805183	9.46998702018432e-14	4.28924553447976e-13	13.0236506162519
91	ENSG00000160199_LINE2408_PKNOX1_D_N1	-0.651283791666667	0.0844923336134454	-7.55637374300192	2.04527456094632e-13	9.16187279814672e-13	12.6892483833534
92	ENSG00000105419_LINE2202_MEIS3_D_N1	-0.629338350378788	0.143702175630252	-7.5525434807621	2.13585906709658e-13	9.46365280542105e-13	12.6704274072622
93	ENSG00000166888_LINE3492_STAT6_D_N1	-0.29636528219697	0.544736123109244	-7.47348989314691	3.55641371791241e-13	1.55884653400998e-12	12.4489877232487
94	ENSG00000109320_LINE3207_NFKB1_D_N1	-0.271397064393939	0.532255365546218	-7.44267492093846	4.41538583762407e-13	1.91476217735686e-12	12.3550313396902
95	ENSG00000148516_LINE573_ZEB1_D_N1	-0.570011107954545	0.147689343277311	-7.43454524450244	4.59184099783187e-13	1.97032228546561e-12	12.3380131587111
96	ENSG00000122180_LINE160_MYOG_D	-0.989353003409091	-0.28968938697479	-7.36282648785036	7.63459377599054e-13	3.20839797191269e-12	12.1172140660783
97	ENSG00000111049_LINE483_MYF5_I_N1	-0.989353003409091	-0.28968938697479	-7.36282648785036	7.63459377599054e-13	3.20839797191269e-12	12.1172140660783
98	ENSG00000167074_LINE470_TEF_D_N3	-0.765118072727273	0.157930485294118	-7.3411462874783	8.66200977130105e-13	3.60301962041847e-12	12.0623813306939
99	ENSG00000172238_LINE964_ATOH1_I_N6	-0.657745037878788	0.062478474789916	-7.22459907275252	1.89045211740147e-12	7.78403035095784e-12	11.7234343182547
100	ENSG00000111046_LINE136_MYF6_D_N1	-0.754521398977273	-0.0534631676470588	-7.17502064668858	2.70521429290627e-12	1.0918282650308e-11	11.5677983266607
101	ENSG00000111049_LINE480_MYF5_I_N1	-0.754521398977273	-0.0534631676470588	-7.17502064668858	2.70521429290627e-12	1.0918282650308e-11	11.5677983266607
102	ENSG00000057657_LINE611_PRDM1_D_N4	-1.47272304924242	-0.762863420168067	-7.10251086006087	4.23667457224197e-12	1.69316377389096e-11	11.3729748937775
103	ENSG00000170616_LINE1130_SCRT1_D	-0.631743948484848	0.0285057058823529	-7.06936236193296	5.34022559388947e-12	2.1134715821019e-11	11.272440396134
104	ENSG00000118526_LINE152_TCF21_I	-0.54228522875	0.172040357142857	-7.02188697924529	7.4671898577894e-12	2.89895803154926e-11	11.1268428063332
105	ENSG00000187728_LINE296_ENSG00000187728_I	-0.54228522875	0.172040357142857	-7.02188697924529	7.4671898577894e-12	2.89895803154926e-11	11.1268428063332
106	ENSG00000006047_LINE2211_YBX2_I_N1	0.74370771030303	0.116519323529412	6.99110857180719	8.80767489398176e-12	3.35545587040899e-11	11.0551387242765
107	ENSG00000060138_LINE2216_CSDA_I_N1	0.74370771030303	0.116519323529412	6.99110857180719	8.80767489398176e-12	3.35545587040899e-11	11.0551387242765
108	ENSG00000119866_LINE848_BCL11A_D	-2.48937881109848	-1.50004533193277	-6.97044044848423	1.02599883768084e-11	3.83702301641436e-11	10.9888531312214
109	ENSG00000127152_LINE1229_BCL11B_I	-2.48937881109848	-1.50004533193277	-6.97044044848423	1.02599883768084e-11	3.83702301641436e-11	10.9888531312214
110	ENSG00000072310_LINE96_SREBF1_D_N1	-0.509589605681818	0.153866122689076	-6.82620513249872	2.57601265288415e-11	9.54617387075503e-11	10.5890520081351
111	ENSG00000168310_LINE2755_IRF2_D_N2	-1.63012773901515	-0.861729987394958	-6.80363392930557	2.94125470988124e-11	1.08014905576298e-10	10.5314673643722
112	ENSG00000009950_LINE79_MLXIPL_D_N1	-0.497994681818182	0.0933114663865546	-6.76085164963718	3.97009819859216e-11	1.44496477398584e-10	10.4011987510255
113	ENSG00000171786_LINE269_NHLH1_D_N3	-0.934594452651515	-0.25842006302521	-6.71928596571819	5.0726703123042e-11	1.81386858558329e-10	10.2947633628353
114	ENSG00000104903_LINE202_LYL1_I_N4	-0.934594452651515	-0.25842006302521	-6.71928596571819	5.0726703123042e-11	1.81386858558329e-10	10.2947633628353
115	ENSG00000103495_LINE797_MAZ_D	-0.20293244030303	0.23083827184874	-6.70136409632482	5.58171677267941e-11	1.97853614626886e-10	10.2532322042471
116	ENSG00000185551_LINE3106_NR2F2_D_N2	0.201868481439394	-0.463689899159664	6.69496604050861	5.82915580592352e-11	2.04843273692913e-10	10.2343943363861
117	ENSG00000157557_LINE1909_ETS2_D	-0.587097643939394	0.199458560504202	-6.68876306180265	6.056871534293e-11	2.11026275602728e-10	10.2177516375864
118	ENSG00000184058_LINE3556_TBX1_D_N1	-0.466339227651515	0.121549786428571	-6.6145015173462	9.71566801460062e-11	3.33647509354685e-10	10.0125273335016
119	ENSG00000178860_LINE283_MSC_D	-0.858770079924242	-0.188637928571429	-6.61519775507628	9.74004167563501e-11	3.33647509354685e-10	10.0114391848606
120	ENSG00000113658_LINE19362_SMAD5_I_N1	0.369883249621212	-0.195221191176471	6.54620281874775	1.48232840731538e-10	4.99382241844644e-10	9.8290555684994
121	ENSG00000120693_LINE19376_SMAD9_I_N1	0.369883249621212	-0.195221191176471	6.54620281874775	1.48232840731538e-10	4.99382241844644e-10	9.8290555684994
122	ENSG00000092067_LINE337_CEBPE_D_N1	-0.729083741287879	0.192037516806723	-6.46540053657335	2.41619725623902e-10	8.07321632317051e-10	9.61686761318041
123	ENSG00000125347_LINE2730_IRF1_D_N1	-1.20511967234848	-0.553532067605042	-6.43671842143604	2.88544495189307e-10	9.56272607074368e-10	9.53978720668442
124	ENSG00000092607_LINE3528_TBX15_D_N1	-0.45984263030303	0.109950427689076	-6.42534348544041	3.08255592039895e-10	9.97273897915165e-10	9.51108903615951
125	ENSG00000112837_LINE19949_TBX18_I_N1	-0.45984263030303	0.109950427689076	-6.42534348544041	3.08255592039895e-10	9.97273897915165e-10	9.51108903615951
126	ENSG00000122145_LINE20002_TBX22_I_N1	-0.45984263030303	0.109950427689076	-6.42534348544041	3.08255592039895e-10	9.97273897915165e-10	9.51108903615951
127	ENSG00000165702_LINE1058_GFI1B_D	-0.598864800378788	0.00648080672268908	-6.42331260696675	3.11139650734271e-10	9.98678435855027e-10	9.50704464013588
128	ENSG00000215397_LINE1563_SCRT2_D	-0.601392753030303	0.00956299453781512	-6.3966913237814	3.66361378687142e-10	1.16673908990989e-09	9.43609031531838
129	ENSG00000111049_LINE482_MYF5_I_N8	-0.890557034090909	-0.263899021638655	-6.35372786644435	4.73867458876403e-10	1.49741165572981e-09	9.32434311387002
130	ENSG00000185507_LINE2764_IRF7_D_N1	-1.31635862121212	-0.662379934453782	-6.34641402063243	4.99752184812628e-10	1.56705912482063e-09	9.30124529856053
131	ENSG00000164532_LINE3550_TBX20_D_N1	-0.481935139015152	0.122114075630252	-6.33579353564006	5.28114789581302e-10	1.64335377842452e-09	9.27727167014905
132	ENSG00000181690_LINE1279_PLAG1_D_N1	-0.176327432575758	0.376429021848739	-6.32922040662703	5.56504348706492e-10	1.71857569185317e-09	9.25453143759728
133	ENSG00000006194_LINE594_ZNF263_D_N2	-0.224421610984848	0.224052850840336	-6.30750540832005	6.27068378961333e-10	1.9219287958821e-09	9.20268509874442
134	ENSG00000126456_LINE2737_IRF3_D_N1	-1.56018746590909	-0.861821004201681	-6.30182899887047	6.49854963080885e-10	1.97690443271712e-09	9.18718355991429
135	ENSG00000160113_LINE3034_NR2F6_D_N1	0.264015481060606	-0.367132222689076	6.27499331170281	7.89988011971433e-10	2.38539753392753e-09	9.10237949905659
136	ENSG00000124782_LINE889_RREB1_D_N1	-0.393666631818182	0.191818268907563	-6.21939377657719	1.0558803212044e-09	3.1648258774834e-09	8.97638530413745
137	ENSG00000116017_LINE45_ARID3A_D_N1	-0.281653363636364	0.26875824789916	-6.21871202713453	1.07849038110948e-09	3.20900018683165e-09	8.96718372395013
138	ENSG00000140968_LINE2752_IRF8_D_N2	-1.93530608560606	-1.23568498941176	-6.19408780561863	1.2254302242118e-09	3.61979132358341e-09	8.91171141236172
139	ENSG00000179456_LINE1245_ZNF238_D_N4	-0.585367639015152	0.0448500378151261	-6.19475259285843	1.28358145988322e-09	3.73739872677261e-09	8.89157656450312
140	ENSG00000179627_LINE1250_ZBTB42_I	-0.585367639015152	0.0448500378151261	-6.19475259285843	1.28358145988322e-09	3.73739872677261e-09	8.89157656450312
141	ENSG00000020633_LINE3271_RUNX3_D_N2	-0.266623312878788	0.44078974789916	-6.18246183463866	1.31938376536484e-09	3.81439844556324e-09	8.87962886409052
142	ENSG00000116016_LINE149_EPAS1_D	-0.467230629962121	0.0839577773109244	-6.176562755994	1.39072445374533e-09	3.96685048947536e-09	8.85675890888081
143	ENSG00000107485_LINE2090_GATA3_D_N1	0.756497164015152	0.125200524453782	6.17255387550192	1.3915789036256e-09	3.96685048947536e-09	8.85649216379082
144	ENSG00000185507_LINE2762_IRF7_D_N1	-1.39177009772727	-0.780033764705882	-6.10139921167889	2.12121865672577e-09	6.0047783273249e-09	8.67341456179229
145	ENSG00000168310_LINE2756_IRF2_D_N1	-1.20074006818182	-0.584446844957983	-6.05870282009307	2.71338126524658e-09	7.62810835264084e-09	8.56648917794536
146	ENSG00000139083_LINE1876_ETV6_D_N1	-0.996637674242424	-0.204241173781513	-6.05014598055636	2.85460151112478e-09	7.97015319447386e-09	8.54445450864347
147	ENSG00000108924_LINE356_HLF_D_N4	-0.703341393939394	0.214993100840336	-6.01753457853223	3.43199294639229e-09	9.5170660924125e-09	8.46445361340668
148	ENSG00000135374_LINE1873_ELF5_D_N3	-0.730348871212121	0.0573803542016807	-5.98567909918232	4.11863912496976e-09	1.13439958470415e-08	8.38524625924539
149	ENSG00000153779_LINE2398_TGIF2LX_D	-0.511468301136364	0.0757501974789916	-5.95994531733384	4.79100243733658e-09	1.29542943950824e-08	8.31957360820227
150	ENSG00000176679_LINE2500_TGIF2LY_I	-0.511468301136364	0.0757501974789916	-5.95994531733384	4.79100243733658e-09	1.29542943950824e-08	8.31957360820227
151	ENSG00000213928_LINE2766_IRF9_D_N1	-1.30341132575758	-0.726956830252101	-5.96127549206068	4.79922361248368e-09	1.29542943950824e-08	8.31882901430903
152	ENSG00000116017_LINE44_ARID3A_D_N1	-0.463594681818182	0.147870768907563	-5.9584852979817	4.83040246076424e-09	1.29542943950824e-08	8.31601668307718
153	ENSG00000176083_LINE1197_ZNF683_I	-1.46480538257576	-0.870607627310924	-5.9201847323911	5.98421241597297e-09	1.59437179722336e-08	8.22299299912628
154	ENSG00000244405_LINE1930_ETV5_D_N1	-0.262208609924242	0.335257911344538	-5.88572963129259	7.42815243488274e-09	1.96622910335227e-08	8.12911919258046
155	ENSG00000186951_LINE3123_PPARA_D_N1	0.0842357598484848	-0.515276701680672	5.86891205814729	8.03541334243398e-09	2.11324844043344e-08	8.09499177817617
156	ENSG00000168267_LINE261_PTF1A_D	-0.503184978068182	0.0238664135714286	-5.8628297571619	8.46166859713257e-09	2.21108504530039e-08	8.07254398789802
157	ENSG00000183734_LINE290_ASCL2_I	-0.943958589393939	-0.335627184033613	-5.84728992531842	9.12623819430287e-09	2.36955165603889e-08	8.03970820035392
158	ENSG00000120690_LINE1828_ELF1_D_N8	-0.68928290530303	-0.0836989294117647	-5.82590793883224	1.03260536215598e-08	2.65860632920471e-08	7.98606562406053
159	ENSG00000100625_LINE2190_SIX4_I	0.413078840909091	-0.139632161764706	5.82487999939218	1.03699610497064e-08	2.65860632920471e-08	7.98422287484812
160	ENSG00000167800_LINE3554_TBX10_I	-0.397350085844697	0.128919460504202	-5.80756052937066	1.14311812900655e-08	2.9123607084917e-08	7.94190888760576
161	ENSG00000137265_LINE2748_IRF4_D_N1	-1.74712236045076	-1.13885741890756	-5.79377293521567	1.21909986735707e-08	3.08665038746758e-08	7.91396071598493
162	ENSG00000065029_LINE624_ZNF76_I	-0.280395526893939	0.214754124789916	-5.75764574137386	1.49137580350109e-08	3.75271956654213e-08	7.82641290730357
163	ENSG00000163848_LINE1042_ZNF148_D	-0.253106585606061	0.152165080252101	-5.75559966999188	1.51371708532655e-08	3.78556878550795e-08	7.81995528716282
164	ENSG00000020633_LINE3274_RUNX3_D_N1	-0.360683878787879	0.216715846638655	-5.73881078800305	1.66562873515964e-08	4.14007672874878e-08	7.7784217953902
165	ENSG00000121068_LINE3533_TBX2_D_N1	-0.445499678409091	0.0819058983193277	-5.70382161812801	2.01392855782578e-08	4.94761075187766e-08	7.69595593968725
166	ENSG00000184302_LINE2534_SIX6_I	0.391618718636364	-0.147675344537815	5.70646292249957	2.0147890374964e-08	4.94761075187766e-08	7.69577042081203
167	ENSG00000112658_LINE2808_SRF_D_N2	0.306447198484848	-0.211085170588235	5.68174010718978	2.26731644662285e-08	5.53438924434579e-08	7.64448786168595
168	ENSG00000133937_LINE2333_GSC_D	0.487920564393939	-0.0141039802521008	5.56468186457714	4.29917954381863e-08	1.04315857981571e-07	7.36661441734834
