0,0.018605,0.036851,0.054742,0.072118,0.089494,0.10638,0.12261,0.13884,0.15507,0.1713,0.18713,0.20296,0.21881,0.23474,0.25079,0.267,0.28338,0.2999,0.31647,0.33285,0.34865,0.3633,0.37599,0.38605,0.39378,0.39998,0.40523,0.41093,0.41763,0.42533,0.43337,0.44174,0.46152,0.4841,0.49692,0.51725,0.54547,0.57397,0.59838,0.62207,0.64929,0.67853,0.69779,0.72622,0.74482,0.76078,0.76784,0.77934,0.79262,0.80593,0.8241,0.84227,0.8561,0.86809,0.87894,0.88876,0.90049,0.91237,0.92303,0.93328,0.94247,0.95115,0.9596,0.96772,0.97565,0.98382,0.99116,0.99717,1,0.99806,0.99753,0.99483,0.98317,0.97023,0.95745,0.94544,0.93421,0.92364,0.91379,0.90395,0.8947,0.88573,0.87686,0.86794,0.85888,0.84965,0.84023,0.8306,0.81882,0.80762,0.79501,0.78107,0.76608,0.75055,0.73586,0.72338,0.71348,0.70595,0.70062,0.69704,0.69467,0.69304,0.69179,0.69068,0.68947,0.68826,0.68595,0.68364,0.68133,0.67902,0.67671,0.6744,0.67208,0.66977,0.66746,0.66407,0.66068,0.65729,0.65353,0.64978,0.64602,0.64182,0.63762,0.63342,0.62922,0.62502,0.62082,0.61662,0.61242,0.60797,0.60352,0.59902,0.59451,0.58998,0.58544,0.5809,0.57637,0.57187,0.56737,0.56291,0.5585,0.55414,0.54983,0.54562,0.54141,0.53733,0.53324,0.52932,0.5254,0.52148
0.9238,0.92162,0.91981,0.91834,0.91733,0.91632,0.91571,0.91566,0.91561,0.91556,0.91551,0.91586,0.9162,0.91659,0.917,0.91735,0.91759,0.91768,0.91759,0.91734,0.91709,0.91713,0.91792,0.92008,0.92404,0.92921,0.93492,0.94186,0.94991,0.95942,0.97139,0.98562,1,0.99785,0.99004,0.99289,0.9839,0.96793,0.95348,0.94204,0.92905,0.91539,0.90634,0.89539,0.88677,0.87257,0.85532,0.83556,0.82196,0.81255,0.80738,0.79699,0.78659,0.77851,0.77154,0.76606,0.76916,0.77254,0.76868,0.76004,0.76074,0.75948,0.75632,0.7518,0.7479,0.74406,0.73499,0.72262,0.70751,0.68952,0.66865,0.6519,0.63328,0.60759,0.58199,0.55695,0.5325,0.50853,0.48488,0.46142,0.43797,0.41452,0.39107,0.3677,0.34443,0.32125,0.29812,0.275,0.25193,0.22522,0.20263,0.18159,0.16317,0.14793,0.13591,0.12738,0.12314,0.12333,0.12689,0.13249,0.13886,0.1451,0.15065,0.15523,0.15873,0.16068,0.16262,0.16077,0.15892,0.15707,0.15522,0.15337,0.15152,0.14967,0.14781,0.14596,0.14197,0.13798,0.13399,0.12957,0.12514,0.12072,0.11604,0.11136,0.10667,0.10199,0.097308,0.092625,0.087942,0.08326,0.078622,0.073984,0.069432,0.064881,0.06041,0.056001,0.051657,0.047385,0.043228,0.039071,0.035039,0.031095,0.027244,0.023488,0.019883,0.016278,0.01288,0.0094815,0.006321,0.0031605,0
1,0.98321,0.96615,0.94886,0.93137,0.91387,0.89632,0.87897,0.86161,0.84425,0.8269,0.80972,0.79254,0.7754,0.75825,0.7411,0.7239,0.70659,0.68908,0.67119,0.6526,0.63282,0.61124,0.58742,0.56167,0.53621,0.51327,0.49259,0.47125,0.44767,0.42177,0.39446,0.36729,0.34721,0.32926,0.30756,0.29007,0.27512,0.26009,0.24403,0.22785,0.21219,0.19648,0.18283,0.16644,0.15253,0.13947,0.12901,0.11926,0.1099,0.10096,0.091249,0.081538,0.073681,0.066269,0.059674,0.056823,0.055362,0.051179,0.043445,0.042279,0.040811,0.039167,0.035125,0.031615,0.028841,0.028297,0.02775,0.027206,0.026647,0.026049,0.025316,0.024875,0.02431,0.023728,0.023177,0.022672,0.022211,0.021785,0.021392,0.020999,0.020622,0.020246,0.019864,0.019474,0.019074,0.018662,0.018237,0.017798,0.017575,0.0171,0.01662,0.016149,0.015696,0.015271,0.014884,0.014543,0.014247,0.013988,0.013755,0.013535,0.013321,0.013107,0.012887,0.012662,0.012425,0.012188,0.011919,0.01165,0.011381,0.011112,0.010843,0.010574,0.010305,0.010037,0.0097677,0.0094792,0.0091908,0.0089023,0.0086104,0.0083186,0.0080267,0.0077351,0.0074435,0.007152,0.0068604,0.0065688,0.0062773,0.0059857,0.0056942,0.0054069,0.0051196,0.0048352,0.0045507,0.0042686,0.0039882,0.0037094,0.0034325,0.0031583,0.0028841,0.0026127,0.0023432,0.0020756,0.0018099,0.0015469,0.001284,0.0010247,0.00076541,0.00051027,0.00025514,0
0,0.035736,0.070491,0.10425,0.13651,0.16877,0.19955,0.22836,0.25717,0.28598,0.31479,0.34237,0.36995,0.39756,0.42531,0.45321,0.48124,0.50934,0.53727,0.5646,0.59052,0.61375,0.63222,0.64313,0.64397,0.6353,0.61975,0.60093,0.58534,0.57526,0.56988,0.56313,0.55,0.52039,0.49993,0.4717,0.44755,0.43959,0.43387,0.41982,0.40018,0.38871,0.39237,0.39067,0.39487,0.38871,0.37692,0.34898,0.32782,0.31328,0.30168,0.29465,0.28763,0.2782,0.27104,0.26941,0.2845,0.30375,0.31294,0.31145,0.32965,0.349,0.36955,0.37972,0.3909,0.40402,0.42856,0.45127,0.47213,0.49032,0.5049,0.51966,0.53545,0.54964,0.56771,0.58875,0.61146,0.63487,0.65857,0.68229,0.70601,0.72948,0.75315,0.77753,0.80267,0.82849,0.85483,0.88154,0.90837,0.93567,0.9611,0.98272,0.99655,1,0.99246,0.9743,0.94741,0.91483,0.87979,0.84531,0.81333,0.78473,0.75967,0.73795,0.71919,0.70405,0.68891,0.68061,0.67232,0.66403,0.65574,0.64744,0.63915,0.63086,0.62257,0.61428,0.609,0.60373,0.59846,0.59358,0.5887,0.58383,0.57883,0.57383,0.56883,0.56383,0.55884,0.55384,0.54884,0.54384,0.5383,0.53277,0.52691,0.52106,0.51495,0.50866,0.50218,0.49552,0.48859,0.48166,0.47447,0.46714,0.45966,0.45205,0.44427,0.4365,0.42852,0.42055,0.41239,0.40423,0.39607
1,0.99403,0.98818,0.98248,0.97708,0.97167,0.96665,0.96227,0.95789,0.95351,0.94914,0.94518,0.94123,0.93728,0.93326,0.9291,0.92475,0.92014,0.91518,0.90977,0.90381,0.89725,0.89012,0.88267,0.87566,0.87047,0.86811,0.86769,0.86649,0.86345,0.8585,0.85202,0.84429,0.82751,0.81411,0.80406,0.79293,0.78227,0.77261,0.76249,0.75099,0.7386,0.72615,0.71174,0.69535,0.67716,0.65838,0.63983,0.62279,0.60763,0.59458,0.58128,0.56798,0.55837,0.54979,0.54139,0.53144,0.52053,0.51024,0.49954,0.48657,0.47295,0.45883,0.44457,0.42968,0.41443,0.39972,0.3848,0.36974,0.35465,0.33968,0.32517,0.31102,0.29724,0.28409,0.27137,0.25891,0.24659,0.23434,0.22207,0.2098,0.1975,0.1853,0.17339,0.16184,0.15062,0.1397,0.12901,0.11855,0.10772,0.098114,0.089452,0.082238,0.076695,0.072763,0.070664,0.070615,0.072309,0.075112,0.078389,0.081628,0.084493,0.086813,0.088527,0.089645,0.089965,0.090284,0.088873,0.087462,0.086051,0.084641,0.08323,0.081819,0.080408,0.078997,0.077586,0.075315,0.073044,0.070773,0.068366,0.06596,0.063554,0.061106,0.058659,0.056211,0.053763,0.051316,0.048868,0.046421,0.043973,0.041589,0.039204,0.036868,0.034531,0.032235,0.029967,0.02773,0.025524,0.023368,0.021211,0.019106,0.017036,0.015003,0.013006,0.011064,0.009123,0.0072517,0.0053804,0.0035869,0.0017935,0
1,0.95431,0.90995,0.86672,0.82476,0.78281,0.74169,0.70088,0.66007,0.61927,0.57846,0.53696,0.49545,0.45312,0.41015,0.36657,0.32254,0.27838,0.23476,0.19274,0.15406,0.12123,0.0975,0.085772,0.085416,0.088672,0.091102,0.092673,0.093888,0.094622,0.094582,0.093569,0.091237,0.097414,0.10545,0.10538,0.11099,0.12126,0.1293,0.13484,0.14149,0.15062,0.15765,0.15228,0.15933,0.15445,0.14706,0.12996,0.11497,0.10186,0.089451,0.081784,0.074117,0.062639,0.05175,0.042571,0.040957,0.040506,0.034721,0.022755,0.020941,0.018885,0.016754,0.010169,0.0043818,0,0.0017107,0.0047925,0.0091535,0.014135,0.018674,0.021826,0.025801,0.030118,0.034744,0.039699,0.044848,0.050082,0.055355,0.060659,0.065964,0.071299,0.077134,0.08404,0.092179,0.1015,0.11184,0.12303,0.13492,0.1466,0.16016,0.17442,0.18912,0.20391,0.21815,0.23118,0.24266,0.25254,0.26091,0.26794,0.27396,0.27929,0.2842,0.2889,0.29353,0.29821,0.3029,0.30827,0.31364,0.31901,0.32438,0.32976,0.33513,0.3405,0.34587,0.35125,0.35736,0.36348,0.3696,0.37601,0.38243,0.38884,0.39562,0.4024,0.40917,0.41595,0.42273,0.4295,0.43628,0.44306,0.45004,0.45702,0.46405,0.47107,0.47812,0.48517,0.49223,0.49928,0.50632,0.51335,0.52037,0.52736,0.53433,0.54127,0.54817,0.55507,0.5619,0.56874,0.57549,0.58224,0.58899
0.36749,0.35615,0.34487,0.33368,0.32263,0.31157,0.30067,0.29013,0.27959,0.26905,0.25851,0.24844,0.23836,0.22851,0.21877,0.20912,0.19951,0.1899,0.18023,0.17045,0.1605,0.15037,0.14012,0.12987,0.11982,0.11023,0.10166,0.094714,0.089307,0.085376,0.08258,0.080025,0.076795,0.073012,0.069871,0.065418,0.061614,0.058945,0.055348,0.051234,0.047551,0.045079,0.04195,0.037812,0.034879,0.031456,0.029264,0.031823,0.035546,0.039109,0.042482,0.043543,0.044603,0.047143,0.049662,0.051754,0.052986,0.05289,0.052824,0.053206,0.051964,0.050331,0.048143,0.047065,0.045826,0.044257,0.040156,0.035797,0.03133,0.026664,0.021716,0.017685,0.01339,0.0090132,0.0056296,0.0031061,0.0013968,0.00042483,0,5.5587e-05,0.00011117,0.00040664,0.0010766,0.0024839,0.004855,0.0082165,0.01247,0.017512,0.023461,0.027769,0.036533,0.04781,0.06281,0.081841,0.10422,0.12915,0.15549,0.18202,0.20775,0.23206,0.25467,0.27559,0.29501,0.31314,0.33021,0.3461,0.36199,0.37608,0.39016,0.40425,0.41834,0.43243,0.44651,0.4606,0.47469,0.48878,0.50245,0.51611,0.52978,0.54359,0.55739,0.57119,0.58538,0.59956,0.61375,0.62794,0.64212,0.65631,0.6705,0.68469,0.69926,0.71383,0.72854,0.74326,0.75807,0.77295,0.78789,0.80289,0.81795,0.83301,0.84813,0.86328,0.87844,0.89362,0.90882,0.92401,0.93921,0.95441,0.96961,0.9848,1
0.90234,0.90894,0.91529,0.9214,0.92718,0.93295,0.93841,0.94338,0.94834,0.9533,0.95827,0.96277,0.96728,0.97165,0.97595,0.98018,0.98433,0.98837,0.9922,0.99564,0.99839,1,0.99981,0.99696,0.9908,0.98187,0.97099,0.95812,0.94443,0.93055,0.91647,0.90117,0.88315,0.84776,0.8197,0.79431,0.76797,0.74607,0.72424,0.69973,0.67197,0.64426,0.62155,0.59985,0.57414,0.54771,0.52022,0.49097,0.46507,0.44146,0.4199,0.39998,0.38006,0.36329,0.34764,0.33257,0.31804,0.30523,0.2918,0.2751,0.26198,0.24827,0.23406,0.21697,0.19944,0.18204,0.16908,0.15646,0.14419,0.13229,0.12079,0.10876,0.097842,0.088577,0.080354,0.072894,0.066007,0.059568,0.053429,0.047524,0.041619,0.035818,0.030052,0.024399,0.019152,0.014466,0.010357,0.0068009,0.0038281,0.0013875,0,9.3804e-05,0.0023423,0.0071362,0.014141,0.022796,0.032352,0.041938,0.050909,0.059034,0.066249,0.072586,0.078133,0.083004,0.087313,0.090981,0.09465,0.097283,0.099917,0.10255,0.10518,0.10782,0.11045,0.11309,0.11572,0.11835,0.12069,0.12303,0.12536,0.12775,0.13013,0.13252,0.13509,0.13767,0.14025,0.14283,0.14541,0.14799,0.15057,0.15314,0.15592,0.1587,0.16156,0.16441,0.16733,0.17028,0.17326,0.17628,0.17933,0.18239,0.18548,0.18858,0.1917,0.19482,0.19796,0.20109,0.20423,0.20737,0.21051,0.21366,0.2168
0,0.0042193,0.0084815,0.012786,0.017154,0.021521,0.025948,0.030453,0.034958,0.039464,0.043969,0.048526,0.053083,0.057641,0.062191,0.066724,0.071234,0.075717,0.080174,0.084614,0.089064,0.093581,0.098267,0.10327,0.10874,0.11472,0.12115,0.12795,0.13492,0.14198,0.14901,0.15589,0.16237,0.1692,0.17572,0.18163,0.1878,0.19386,0.19939,0.2053,0.21194,0.21914,0.2248,0.22673,0.23164,0.23295,0.23299,0.23002,0.22736,0.22542,0.22555,0.22609,0.22664,0.22909,0.23374,0.24062,0.25415,0.26723,0.27578,0.27939,0.29329,0.3091,0.32747,0.3407,0.35565,0.37309,0.39987,0.42741,0.45495,0.48203,0.50765,0.53145,0.55566,0.57896,0.60268,0.62685,0.65121,0.67558,0.69994,0.72431,0.74868,0.77302,0.79712,0.82076,0.84379,0.86621,0.88808,0.90947,0.93036,0.95303,0.97151,0.98657,0.9964,1,0.99764,0.98997,0.97785,0.96268,0.94604,0.92923,0.91324,0.89866,0.88574,0.8745,0.86484,0.85721,0.84958,0.84617,0.84275,0.83934,0.83592,0.83251,0.82909,0.82567,0.82226,0.81884,0.81743,0.81602,0.81461,0.81348,0.81236,0.81123,0.8101,0.80897,0.80785,0.80672,0.80559,0.80446,0.80334,0.80221,0.80082,0.79944,0.79789,0.79634,0.79466,0.79289,0.79103,0.78908,0.787,0.78491,0.78269,0.7804,0.77802,0.77557,0.77301,0.77045,0.76774,0.76504,0.76216,0.75928,0.75641
0,0.029588,0.059333,0.089227,0.11932,0.14941,0.17967,0.21007,0.24047,0.27087,0.30127,0.33162,0.36197,0.39218,0.42226,0.45217,0.48189,0.51143,0.54078,0.57,0.59918,0.62851,0.6582,0.68846,0.71945,0.75092,0.78247,0.81367,0.84405,0.87313,0.90037,0.9254,0.94763,0.95197,0.9571,0.97166,0.98015,0.98478,0.9872,0.9908,0.9965,1,0.99335,0.98077,0.97115,0.96006,0.95081,0.94799,0.94219,0.93321,0.92208,0.91186,0.90163,0.89142,0.88107,0.8696,0.85284,0.83769,0.82643,0.81731,0.80486,0.79231,0.77898,0.76628,0.75249,0.73772,0.72101,0.70332,0.68591,0.66989,0.65532,0.64068,0.62644,0.61392,0.6015,0.58902,0.57641,0.56369,0.55084,0.53782,0.5248,0.51165,0.4985,0.48545,0.47253,0.45976,0.44713,0.43462,0.42227,0.40997,0.39841,0.3878,0.37867,0.3713,0.36564,0.36217,0.36131,0.36269,0.36553,0.36906,0.37265,0.37589,0.37855,0.38056,0.3819,0.38235,0.38279,0.38123,0.37967,0.3781,0.37654,0.37498,0.37341,0.37185,0.37029,0.36873,0.36611,0.36348,0.36086,0.35805,0.35523,0.35241,0.34948,0.34656,0.34363,0.3407,0.33777,0.33485,0.33192,0.32899,0.3261,0.3232,0.32035,0.31749,0.31468,0.3119,0.30914,0.30642,0.30376,0.3011,0.29849,0.29593,0.29341,0.29094,0.28853,0.28613,0.28381,0.28149,0.27926,0.27703,0.2748
