name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	raw_BASO_COUNT	raw_EO_COUNT	raw_HCT	raw_HGB	raw_LYMPH_COUNT	raw_MCH	raw_MCHC	raw_MCV	raw_MEAN_RETIC_VOL	raw_MONO_COUNT	raw_MPV	raw_NEUTRO_COUNT	raw_PLT_COUNT	raw_RBC_COUNT	raw_RETIC_COUNT	raw_WBC_COUNT	smooth_raw_BASO_COUNT	smooth_raw_EO_COUNT	smooth_raw_HCT	smooth_raw_HGB	smooth_raw_LYMPH_COUNT	smooth_raw_MCH	smooth_raw_MCHC	smooth_raw_MCV	smooth_raw_MEAN_RETIC_VOL	smooth_raw_MONO_COUNT	smooth_raw_MPV	smooth_raw_NEUTRO_COUNT	smooth_raw_PLT_COUNT	smooth_raw_RBC_COUNT	smooth_raw_RETIC_COUNT	smooth_raw_WBC_COUNT	colvec
singles-BM1214-GMP-160421-57	GMP	35.031	-0.73919	-5.3013	4.9048	3.1214	0.8381	2.0571	-0.33314	-1.614	-2.4562	1.55349232562917	-0.210773566051729	-0.742872628781359	-0.892318049222227	1.07912920674867	-0.446008454356041	-0.0813168392875742	-0.312449978631285	-0.80815676010923	0.195636610481331	0.820372707615642	0.0178405562579582	0.392392489850537	0.709697589737217	1.84261973598885	-0.285952599939213	0.244339666040375	-0.0269189959503549	-0.329765208122978	-0.268729855396716	0.128884515245235	-0.510620032605897	-0.169962982556002	-0.400988049224955	-0.336260325955025	0.35089755810375	-0.222336674049395	-0.105794876160436	-0.199818702126538	-0.273150661752888	0.405567258251702	0.0763448765240089	#FFA300
singles-PB1022-mono-160128-20	Mono	30.639	-1.4277	-6.4224	3.2707	2.6577	1.9025	1.7038	-0.86739	-1.982	-2.3179	-0.556996003879772	-0.588432702690748	1.35809416153556	1.23388271482291	0.506944577230193	-0.257252543124122	-0.588815238518233	-0.489261550198227	-1.04966100479533	0.425688135451493	-0.827397947731085	1.75732472652413	1.54291584035708	-0.820878963803755	0.0830670351081025	1.2941985214938	0.294726468787309	0.0583343010124998	0.60944624262063	0.256069484067927	0.150815169254362	-0.388542636315724	-0.237467987650548	-0.26150997854968	-0.235285036785798	0.798343924152341	-0.714273271508003	0.0814373849000728	-0.331589692423238	-0.19910200898564	-0.152971648069061	0.458480195536954	#FF5A00
singles-BM1214-pDC-frozen-160128-48	pDC	30.396	1.5929	-2.7118	6.4809	1.7974	0.67076	2.3475	-0.70663	-1.2769	-2.2726	-0.350435150467674	-0.460352993088434	0.365983381819436	0.401729063282748	-0.575487541020117	-1.28026104201319	1.39524812485396	-1.24901068948866	-1.33610107531572	-1.18018417173744	-0.659614711639435	-0.8756456822544	0.331638488649219	-0.568222586115789	-0.930924115609106	-0.970209647353931	-0.0926863550990353	-0.511456604862065	-0.14301035037402	-0.146925409291736	0.270082448097087	-0.56655496959742	0.534014381612574	-0.438569362938256	-0.238946502255644	-0.11423088331972	-0.484912766084366	-0.354440219607142	-0.460680382944054	-0.279878588069918	-0.456241768347583	-0.0828043149244941	#CDA2DB
singles-160809-scATAC-BM1137-GMP1low-LS-75	GMP-A	37.36	-1.9229	-3.4248	5.0158	3.9673	0.81342	1.7224	-0.081867	-1.6722	-2.3397	-0.33571905137884	-0.513873998457574	-0.398359420674335	-0.319946624260048	0.118683434481216	-2.29417252493495	-0.592539220621841	-0.756349459869749	0.328962831911053	0.0577254143418298	-0.837010740728196	-1.04891068370679	-0.777052417133047	-0.723699552106777	-1.12738042210691	-1.32991661089886	-0.0727017349110479	-0.00600924849931069	-0.0744249746639665	-0.14378844282388	-0.125611455055876	-0.328852543013137	-0.0393210405979723	-0.263635499553225	-0.14115952068331	0.33684505590424	-0.106262115014615	-0.161048370292178	-0.318070969005034	-0.255629590825842	-0.23025960714799	0.0515848212752451	#FFCE00
singles-20160726-scATAC-BM1214-CMP-LS-84	CMP	38.053	-4.9272	-3.8114	5.2967	3.8897	0.33876	1.812	-0.70128	-1.469	-2.276	-0.535341632110319	-0.75612689613608	0.433951499076939	0.542902485534167	-1.20728350786214	-0.295798877000579	0.581437682282577	-0.466816945616526	-0.227902098441137	-0.227748712193557	-0.819862203262941	-0.235102914721151	1.0295179517961	-0.0759085447162047	-0.05112259937981	0.604715685155442	0.275403392629251	0.050981606109958	-0.0849054350738663	0.0199846035653819	0.160113089568253	0.648840250831945	0.0681337163262865	0.522874069802825	0.267869303608842	-0.00589417457373659	0.107115772101297	0.215292447836977	0.662446652307766	0.252170054652462	0.156603545496611	0.385301054328957	#FFC179
singles-BM1214-pDC-frozen-160128-96	pDC	25.215	3.2448	-0.1568	6.905	2.3483	1.1227	1.842	-0.49888	-1.3736	-2.2571	-0.469615044054273	-0.75159208762211	1.92131196488973	1.46458891095675	0.3678966002145	-0.431900393754359	-0.355733755279432	-0.770581982255122	-0.853452884721879	-0.977168472225736	0.485849135414629	0.929845777736935	-0.117219971436667	0.300649016082757	-0.921305559787429	1.19043312245588	-0.353252241993397	-0.327012476659329	0.264088411801146	0.262009152110255	0.0849886164243854	-0.625986590514146	0.269490446023139	-0.694374317947648	-0.65427211299707	-0.0263981363294417	-0.520292724179572	-0.0747868852707177	-0.409997456047808	-0.223681522558301	-0.471177874543021	0.138792888921211	#CDA2DB
singles-BM0106-UNK-160418-35	GMP-A	37.946	-3.3618	-3.7233	4.9464	3.9935	0.4107	1.7328	-0.34711	-1.5175	-2.3583	-0.356128039631822	1.91510608156291	-0.0655123347566774	-0.505217075333618	-0.20511177774235	-1.28865957577355	-0.0941173992639576	-1.15295166968603	-0.899326266171298	0.878628144637604	0.832370051076027	-1.4788073799563	-1.14514769081582	-0.154316238430962	0.41660090566307	-1.18717652196871	0.240463014905146	0.311880914727298	0.118945839515367	0.122546287560526	0.109969340843921	-0.382546343594834	-0.306124569784445	-0.359629510698888	-0.174184147907008	0.179952686558474	0.0240881597687627	-0.208941824606621	-0.289315751704701	-0.184399984293274	-0.07322580660279	0.0303045288438942	#FFCE00
BM1077-LMPP-Frozen-160107-63	LMPP	36.345	-3.4584	-0.40195	4.96	3.2082	0.061503	1.1912	-0.21184	-1.7755	-2.0862	-0.690889830784873	-0.31350333918413	0.713787151346225	0.418904547880516	0.373411182318259	-1.11560710186152	-0.889462938756933	-1.046356462955	-0.732181737246466	-0.84357246371061	0.208669274669061	0.464694211342263	-0.480443748596891	-0.0341319897572125	1.38672171500745	0.000279603583831227	-0.292153191144679	-0.0835645101898167	-0.0963210930417019	-0.0957597478869879	-0.0335004222398613	-0.242597889668657	-0.143330096909549	-0.356211337071397	-0.428476542543392	-0.181825848730444	-0.437819754049752	0.21355852866439	-0.331267105080515	-0.268854735190161	0.0379459711915274	0.153312461469306	#00AF99
singles-160818-BM1137-pDC-LS-34	pDC	29.468	1.8323	-1.3242	6.9465	2.812	1.5798	2.0758	-0.46628	-1.5273	-2.4236	0.437606898313602	-0.684390146668558	-1.39519606683539	-1.27370070474174	-0.27469549212833	-1.01253318400398	0.942922267178171	-0.746665516979931	-1.49643379581818	0.267631100489913	0.470773936711053	-0.93729745966346	-0.59678172969966	-0.826907110939287	-0.9897388732061	-0.719818009930823	-0.142296814308199	-0.461040153624995	-0.443205524220183	-0.312279327764333	0.276812539684717	-0.707567819772324	0.894151797866645	-0.630616536035273	-0.616971610264508	-0.0892744365241152	-0.287783043619231	-0.428324592223576	-0.358935253141218	-0.375737034778965	-0.419351094736167	-0.355997341320468	#CDA2DB
BM1077-MPP-Frozen-160105-46	MPP	35.221	-8.5458	-1.1697	4.3164	2.6437	1.2309	1.9867	-0.49639	-1.2843	-2.2741	-0.00865070321334087	-0.225537525428079	3.8498744207271	4.39070303250437	0.121877236521925	-0.967558442107376	0.359847838856079	-0.924925615522192	1.00650304778842	-0.728058327472088	0.0848718415219126	-0.732943046892321	-0.370426788307977	2.54894187752991	-0.27780787378498	-0.0926158090701775	-0.0620229918372583	0.501318783551168	0.123894261925435	0.287058485855623	0.193649524881931	0.0844363772746835	-0.208667546081618	-0.155647658411602	-0.0543419563800478	0.201132013590948	0.407831647567788	-0.0233874918154539	0.284530304563828	0.354112141429944	0.118552503072608	-0.125634442885116	#46A040
singles-BM0828-LMPP-frozen-151105-66	LMPP	37.076	-4.767	-1.1442	4.9574	4.1038	0.76296	1.1919	-0.74264	-2.0178	-2.3313	-0.424127370585939	-0.498270134103006	-1.07898756402233	-0.825877209898808	-1.25439352329101	-1.1324576747246	-0.785703465176949	-1.28074610251356	-0.631106649884442	-0.541790528296099	1.50669382499977	-0.608851603905108	-0.203496773474	-1.52834975985269	-0.0618170064050285	-0.78415263711452	-0.1485989431065	-0.184032894600825	-0.273246670293254	-0.279854646385755	-0.0638755854997326	-0.22214837351078	-0.107315535390251	-0.386908218656915	-0.322870474103956	0.116296776762801	0.0912977245130153	0.100645752403191	-0.372677725280869	-0.493569167318482	-0.24331209529345	0.221302808438378	#00AF99
singles-160819-BM1137-CMP-LS-23	CMP	38.1	-6.0953	-1.2467	5.189	3.6555	0.68038	2.0015	-0.54392	-1.8557	-2.4001	-1.12208223746823	0.436529226220209	-0.801826251253	-0.50651173139344	-0.768073172747968	-1.32292059753458	-0.150240821122127	-0.861065518906721	-0.689498077391553	0.134820951327187	0.027718443202831	2.5875097501081	-1.4194155321634	-0.253215622008371	-1.28607272028289	1.29039128097539	0.172047553300535	0.208629712408758	-0.16938954929236	-0.114410354518073	-0.230921944308284	-0.29570658837321	-0.238545110498444	-0.432305771648924	-0.483662642669866	0.00281947903020652	0.16980905486316	0.424552422233451	-0.184107387578503	-0.377833069558711	-0.28117355363217	0.365946643027493	#FFC179
singles-160819-BM1137-CMP-LS-76	CMP	37.421	-4.2265	-4.3602	4.4386	4.1293	0.98608	1.541	-0.21224	-1.3939	-2.3973	-0.571846695448532	-1.18836430589194	0.65120344339233	0.937820557610363	0.3024590774419	0.116844194873241	0.0223068369264578	0.133433597581332	0.274446379432626	1.57142151114301	0.663575998478804	2.24213839158861	-0.0237475700837881	-0.0170244306419851	0.759140585531887	2.15182197365647	0.107420154970007	-0.044504105901812	0.331513503082479	0.352107248231606	0.298127075185669	-0.168482084900244	-0.0701049353343324	-0.118173921628514	0.0461391196970128	0.359482766605682	0.322817268868927	0.710887955442368	0.0326638135087849	-0.0423290643048022	0.194783350228819	0.762631202196774	#FFC179
singles-BM0106-HSC-LS-160219-2	HSC	37.609	-6.1563	-1.2378	4.4887	3.5212	1.3237	1.4013	-0.57923	-1.5149	-2.3943	-0.473256365449556	1.11566269586154	0.0056491525491809	-0.498506676816095	-0.878281854564311	-0.132648638243763	-0.157219892797611	0.152106188040177	-1.11312163851274	-0.424888788949451	-0.171638805044326	-0.122413427686976	-0.293470140794217	-0.541750346785545	0.0728481316394827	0.197222534435189	0.178313367535743	0.211883738232752	-0.00770049416540658	-0.173172100886784	-0.0508853007579475	-0.0203164537040944	-0.350680377658183	-0.0322952470422869	-0.302986252945939	-0.186133491003798	0.185703460097914	0.0737043504393638	-0.0668502032824523	-0.247002344709915	-0.221930241829362	0.109790829890815	#00441B
singles-160818-BM1137-pDC-LS-37	pDC	29.628	1.4832	-0.091737	6.9816	2.9994	1.2164	1.7455	-0.56604	-1.4317	-2.3529	0.291072681205962	-0.722115568430684	-2.07958013027099	-1.55201095883399	0.16815820332457	-0.542662740005644	-0.258700573229423	-1.67797653007078	-1.29899492967541	0.108811985336035	-1.37509056730202	-1.10748004256039	-1.52668572877373	-0.724967186453103	-1.25623512845384	-0.589421656627112	-0.0790432076195714	-0.440536019068594	-0.604807176396292	-0.468977911694392	0.397896566719488	-0.560013232263531	0.798174718841973	-0.593935317768871	-0.473424006749873	0.0480698319835627	-0.839796540256376	-0.235930177102485	-0.832542553471395	-0.226901688896308	-0.220212689478759	-0.154087014900564	#CDA2DB
singles-BM0828-MEP-160420-51	MEP	30.886	-9.9839	-3.954	5.2701	4.8202	1.5717	1.4765	-0.025437	-1.682	-2.3214	-0.836542393315958	1.47952043436467	1.15617754696843	0.472113769111087	2.45689851038515	0.387583598913204	-0.323075460216822	1.73603836532591	1.3530327943598	-1.13507407281222	0.466098373873751	0.379523207583933	-0.00900818465671727	0.582750259691566	-0.285064299547795	0.240171268705471	-0.207860245649483	-0.16655286777613	0.712462486299215	0.684513322139734	0.28930180569753	0.943916050756883	1.00620141304549	1.38763721282016	1.09933346125057	-0.872676113436809	0.404834322977752	-0.179344398390611	0.409871105707822	1.04301588784039	0.345087642634168	-0.330069310009244	#F6313E
singles-BM0828-CMP-frozen-151118-12	CMP	36.237	-7.9567	-0.56517	4.728	3.4714	1.376	1.7459	-0.75915	-1.6127	-2.3616	-0.214471961690865	-0.904945233942235	-0.198529349961124	-0.58342881326617	-0.718226169904431	-0.275052552535551	-0.669842860450089	0.232690939061887	-0.539759725801689	-0.315985244102807	1.31261034230673	-0.444046001752935	1.58058597025983	-0.236770555204199	-0.675938679385455	-0.823478926921434	-0.130841522792067	-0.281389501671906	-0.105831670692067	-0.0488090741188427	0.0842337176660869	-0.391867217863076	-0.275377576387066	-0.524756429248667	-0.460402514728377	-0.00930357542549168	-0.105464353908754	-0.322055598467101	0.375583815235876	-0.178105350233017	-0.198423502097857	-0.227560691643306	#FFC179
BM1077-CMP-Frozen-160106-67	CMP	38.043	-6.8756	-1.8666	5.2102	3.5165	0.82556	2.0531	-0.30323	-1.4861	-2.2231	1.09738750133344	-0.0855844872501448	-0.0740153417673393	-0.823045275851916	-1.03931404450003	0.650901281694173	-0.585391023314781	0.704682003599469	-1.36934609397137	-0.521228598387772	-0.978307349790147	0.228972087814355	-0.757787033371348	-0.323316979058149	-1.35007050699933	0.0885562920582717	0.0333140979817101	0.25414611177658	-0.333120822487451	-0.460163535900389	-0.0845225786486764	0.380884116687577	-0.256087474710109	0.16508320766069	-0.108272767005355	-0.00166786553771482	0.0762475215103766	-0.0269173145551194	0.0281279180200289	-0.164725699280972	0.0674806642825377	-0.00576706522017852	#FFC179
singles-160809-scATAC-BM1137-GMP1low-LS-56	GMP-A	37.508	-3.0489	-2.1855	4.9424	4.3762	0.6335	1.4672	-0.13007	-1.8697	-2.305	-0.222108562520208	0.444532512846537	1.0050597525502	0.449117424290534	0.00493117911080221	1.32662003099446	1.21372566209776	0.571382907182054	0.728450958453342	0.789644698012661	-0.40857587965626	-0.154661132267581	-0.949998164080348	0.529437533896643	-1.8813420148961	-0.200882857391416	0.30089933260853	-0.00514959583014524	0.0769418454898012	-0.0109335104574192	0.108925661114025	-0.163440100566221	0.271486174689065	-0.227183113651574	-0.141377262480809	0.561381927986222	-0.413805983986427	0.127982912563952	-0.700736536181529	-0.0985384208407085	-0.370740994159491	0.2031172472634	#FFCE00
singles-20160617-scATAC-BM1077-CMP-HYC-25	CMP	38.329	-4.7319	-3.6869	5.0005	3.8631	0.78005	1.9585	-0.2634	-1.3634	-2.2975	-0.189875051887173	-0.389530476526418	1.02455619973434	2.09395001363251	-0.721122954040616	-0.969151655243679	-0.513809785335251	-0.925987512472044	-0.521117627882964	-0.519577230114458	0.622998235427274	-0.875308673664949	-0.583561532205295	-0.501377065853835	1.44471177046982	-0.56032604688843	0.189256870434039	0.0471621601032199	0.109958542061928	0.269034807905348	0.183737658909626	-0.0503943317317532	-0.219639424375886	-0.169517442114345	0.0115919197040757	-0.0846017779657853	0.0691849614466765	-0.0493306691770322	-0.0592096001600652	-0.054824277929806	0.307339847049449	0.177807658402524	#FFC179
BM1077-GMP-Frozen-160107-67	GMP	34.7	-1.2137	-5.6412	4.5771	2.8834	1.0507	2.1592	-0.27553	-1.4463	-2.3947	-0.108579639610881	-0.922218978320839	-0.844389693579081	-0.671796282187402	-0.909314289828873	-0.132461128844065	-0.660699940105423	0.148440084389851	0.504874648282976	1.0504476055356	0.332076265084841	-0.24931145572829	0.888544282486633	-0.692694831964153	0.0305463752711588	-0.353510652665566	0.507802241515612	0.273575112621002	0.043362181194525	0.0361793653370988	-0.08942829289911	-0.426803797936091	-0.233758537658386	-0.227781853874545	-0.00359811909704846	0.587397682223266	-0.198920495595797	-0.163543318435692	-0.118423511792795	-0.201226845124564	-0.0585633510567467	0.117612391707826	#FFA300
BM1077-LMPP-Frozen-160107-96	LMPP	38.1	-3.8544	-2.0497	5.163	4.0449	0.32919	1.5846	-0.34048	-1.7172	-2.3392	0.91551570163385	-0.597647461547809	-0.459741378878055	-0.152065663835431	-1.48859404084094	-1.83562728387496	-0.665004577183006	-1.96660573314109	-1.63777889666251	0.373003999071296	-0.829686143891396	-1.45445726832927	-0.808937408167614	-1.04339907974796	-1.39295820755532	-1.39056736295226	0.71534189872509	-0.0563981639311799	-0.0462202333616482	-0.00232119288654402	-0.420905458740948	-0.418857670755654	-0.216211342316902	-0.469512143585218	-0.185270186776822	0.38474885610484	-0.523412908425466	-0.0374514073888721	-0.466767284861824	-0.0929893973553432	-0.310109815275916	0.0324902021651763	#00AF99
singles-BM0106-HSC-LS-160219-18	HSC	35.969	-7.2747	-0.90899	4.0874	2.4081	1.0835	2.1297	-0.35084	-1.574	-2.3266	-0.59731905142272	-0.482503098661595	1.21928499715092	0.889108216573464	-1.17646262626132	-0.991515598303489	-0.546588981147298	-1.01478642071199	-1.03744131875204	-0.119104768868004	0.379073450495512	0.880138705945607	0.0595184911086468	-0.324216237550535	0.621570589007414	0.49116396198358	-0.14244713117365	-0.138726999627621	-0.117759527500549	-0.14519885056705	-0.137124233172299	0.137651087479575	-0.418112640702059	-0.134441051894076	-0.222928944511649	0.137540368589593	0.227217364812811	0.260854757218428	0.254662337394076	-0.104681936252563	0.0727858411080309	0.180188054758586	#00441B
singles-PB1022-mono-160128-35	Mono	27.088	0.10397	-6.6888	2.4655	1.8037	1.263	1.6513	-1.0257	-1.8492	-2.3456	-0.391928721278789	2.60255166075481	1.22086612761009	-0.461763870292455	1.87742769107871	-0.699634354712574	-0.44844449833687	-0.598338656565407	-0.574004099123488	-0.702324974176131	-0.731740913639436	2.24900050956366	0.214748339137419	-0.845827564109189	0.90652690645068	2.11159564412795	0.123908628754067	0.737159265101563	0.110088058842156	-0.119718938680545	0.321762256609113	-0.498851451237046	-0.32540656128132	-0.441384851594023	-0.500776428875091	0.413807501811509	-0.0607506257113702	0.776084805084973	-0.367755629957235	-0.503551220465028	0.185265117867955	0.75586239842473	#FF5A00
singles-BM0106-UNK-160418-36	GMP-A	37.973	-4.0567	-3.8317	4.852	4.1797	0.49981	1.6996	-0.43904	-1.4358	-2.2506	-0.225575037101684	-0.271205550008119	1.88453413510913	1.40063377948491	0.180517321151144	-0.266745281926952	-0.08388343971911	0.182990879440766	-0.0544692275253975	0.0634890729929407	0.175752387087348	-0.293988397921971	1.5564538843129	-0.0588576396496074	0.842524108082864	0.0483588254000585	0.197419315311557	0.0450073706648347	0.329242961385541	0.210161878573506	0.151729940048261	0.11126546678857	-0.142007159282989	0.0948731101753637	0.0825420019116074	0.232699273042286	-0.0583196548927365	0.234702924266934	0.110410787569294	0.0709662860536767	0.401123923650084	0.376983175716106	#FFCE00
