name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
BM1077-CLP-Frozen-160106-86	CLP	33.674	-1.1195	0.1615	3.9365	4.1883	-0.0023057	2.0391	-0.95563	-1.4226	-2.5478
BM1077-CLP-Frozen-160106-87	CLP	27.989	0.13398	0.8053	3.0378	5.4772	0.15913	2.4343	-0.2121	-1.7366	-2.4242
BM1077-CLP-Frozen-160106-88	CLP	25.941	-0.49807	1.7601	3.0341	5.5791	0.064548	2.5286	-0.78249	-1.0495	-2.1215
BM1077-CLP-Frozen-160106-94	CLP	29.769	-1.6298	0.65782	3.5979	5.9166	0.22661	2.4461	-0.61817	-1.5526	-2.4141
BM1077-CLP-Frozen-160106-96	CLP	26.988	-0.92323	0.91876	2.9529	5.838	0.29169	2.7198	-0.31695	-1.427	-2.3619
BM1077-HSC-Frozen-160105-1	HSC	37.289	-5.8562	-1.1742	4.4019	3.1242	0.72456	1.9648	-0.28864	-1.7397	-2.2733
BM1077-HSC-Frozen-160105-2	HSC	35.73	-7.9709	-0.66978	4.2427	2.3295	1.0694	1.8738	-0.57905	-1.3252	-2.2283
BM1077-HSC-Frozen-160105-3	HSC	37.221	-6.2661	-0.70586	4.6165	3.0014	1.0281	1.8102	-0.36385	-1.6723	-2.2939
BM1077-HSC-Frozen-160105-4	HSC	34.807	-9.2413	-0.70097	4.5891	2.6516	1.5124	2.1534	-0.54956	-1.3221	-2.1643
BM1077-HSC-Frozen-160105-5	HSC	35.812	-5.4805	-0.52955	4.4561	2.378	0.17194	1.9115	-0.43429	-1.5432	-2.2132
BM1077-HSC-Frozen-160105-6	HSC	36.889	-6.3605	-0.64418	4.4936	2.8673	1.2948	1.848	-0.13649	-1.6462	-2.3036
BM1077-HSC-Frozen-160105-7	HSC	35.262	-6.5396	-0.11959	3.8578	2.0487	0.88885	1.8164	-0.27911	-1.7094	-2.1847
BM1077-HSC-Frozen-160105-10	HSC	36.223	-7.7271	-1.0545	4.3995	2.4804	1.191	2.1665	-0.4264	-1.4812	-2.2862
BM1077-HSC-Frozen-160105-11	HSC	36.112	-7.3194	-0.71772	3.982	2.47	1.4137	1.9832	-0.33711	-1.5648	-2.3431
BM1077-HSC-Frozen-160105-12	HSC	37.148	-5.3387	-0.68234	4.3285	3.1799	0.79008	1.3984	-0.40332	-1.5794	-2.3117
BM1077-HSC-Frozen-160105-13	HSC	36.359	-7.4549	-1.0004	4.208	2.7243	1.7253	2.1058	-0.23218	-1.4968	-2.2237
BM1077-HSC-Frozen-160105-14	HSC	36.385	-6.6891	-0.91737	4.158	2.4943	0.9781	1.9802	-0.17344	-1.7232	-2.1974
BM1077-HSC-Frozen-160105-15	HSC	36.088	-6.6977	-0.52185	4.5222	3.002	1.5239	2.1352	0.074665	-1.8967	-2.3765
BM1077-HSC-Frozen-160105-16	HSC	36.681	-7.6883	-1.3233	4.0873	2.7846	1.6019	1.8975	-0.48434	-1.3965	-2.3448
BM1077-HSC-Frozen-160105-19	HSC	37.22	-6.5674	-1.1292	4.4151	2.8796	0.85713	1.8134	-0.59854	-1.4593	-2.3239
BM1077-HSC-Frozen-160105-20	HSC	36.444	-7.3508	-0.80357	4.4571	2.7568	1.2439	2.2172	-0.28714	-1.6336	-2.277
BM1077-HSC-Frozen-160105-21	HSC	36.842	-7.1254	-1.1484	4.4989	2.6945	0.95926	2.0899	-0.49804	-1.4835	-2.3117
BM1077-HSC-Frozen-160105-22	HSC	37.586	-5.8647	-1.1041	4.7461	3.435	0.83186	1.396	-0.50852	-1.6055	-2.3054
BM1077-HSC-Frozen-160105-24	HSC	37.41	-6.4188	-0.83121	4.4688	3.2163	1.2263	1.6251	-0.30613	-1.5593	-2.2463
BM1077-HSC-Frozen-160105-25	HSC	35.946	-6.5489	-1.2203	4.2323	2.6209	1.1937	2.1029	0.20219	-1.8991	-2.1608
BM1077-HSC-Frozen-160105-26	HSC	35.436	-6.7361	-0.95815	3.8302	1.8283	1.3109	2.1002	-0.44529	-1.3197	-2.2968
BM1077-HSC-Frozen-160105-27	HSC	35.745	-6.4161	-0.72233	4.5208	3.3339	1.3826	2.279	0.30156	-1.899	-2.0936
BM1077-HSC-Frozen-160105-29	HSC	35.196	-7.2738	-0.20346	3.9281	2.1449	0.68356	1.8353	-0.48363	-1.5608	-2.2455
BM1077-HSC-Frozen-160105-31	HSC	37.031	-6.9763	-1.0374	4.3442	2.7909	1.153	1.9486	-0.36593	-1.5085	-2.3159
BM1077-HSC-Frozen-160105-32	HSC	36.875	-6.5702	-0.73131	4.6289	2.835	0.99721	1.9643	-0.27432	-1.7441	-2.3309
BM1077-HSC-Frozen-160105-34	HSC	37.101	-6.2474	-1.5272	4.2913	2.7071	1.4771	2.0462	-0.12472	-1.5328	-2.3715
BM1077-HSC-Frozen-160105-36	HSC	36.72	-6.1892	-0.64828	4.0531	2.6928	0.88259	1.5591	-0.57048	-1.3605	-2.2708
BM1077-HSC-Frozen-160105-37	HSC	37.103	-6.7509	-1.4273	4.2412	2.732	1.1943	2.0233	-0.25929	-1.5601	-2.2152
BM1077-HSC-Frozen-160105-38	HSC	36.627	-6.1571	-0.69163	4.2288	2.76	0.62991	1.7313	-0.56177	-1.7444	-2.1397
BM1077-HSC-Frozen-160105-39	HSC	36.084	-6.9266	-1.1155	4.5915	2.3581	0.90724	2.3584	-0.3156	-1.4542	-2.2356
BM1077-HSC-Frozen-160105-40	HSC	37.198	-6.5255	-1.0386	4.5073	2.974	1.1299	1.8583	-0.21456	-1.7892	-2.3547
BM1077-HSC-Frozen-160105-41	HSC	37.97	-6.9158	-1.8538	4.5982	3.8147	1.4614	1.634	-0.3545	-1.4183	-2.2688
BM1077-HSC-Frozen-160105-42	HSC	36.956	-7.4289	-1.0991	4.4943	3.0317	1.5762	1.951	-0.22283	-1.4753	-2.2753
BM1077-HSC-Frozen-160105-43	HSC	36.872	-7.3054	-1.1125	4.4944	2.8229	1.2472	2.0521	-0.24643	-1.5181	-2.2585
BM1077-HSC-Frozen-160105-44	HSC	36.07	-7.6448	-1.1824	4.2108	2.3375	1.0908	2.1826	-0.51461	-1.4938	-2.2751
BM1077-HSC-Frozen-160105-47	HSC	35.653	-7.9359	-0.91161	4.055	2.5081	1.5604	2.2277	-0.2339	-1.5334	-2.281
BM1077-HSC-Frozen-160105-48	HSC	37.964	-6.7002	-1.5893	4.6158	3.5525	1.4985	1.7401	-0.45777	-1.4509	-2.3547
BM1077-HSC-Frozen-160105-49	HSC	35.599	-6.7579	-0.15719	4.1206	2.441	1.0935	1.9826	-0.15441	-1.8296	-2.186
BM1077-HSC-Frozen-160105-50	HSC	35.668	-7.5501	-1.0858	4.065	2.0011	1.2022	1.9558	-0.30541	-1.4634	-2.333
BM1077-HSC-Frozen-160105-51	HSC	37.255	-6.7602	-0.97143	4.76	3.4744	1.2051	2.0939	-0.12807	-1.7582	-2.2947
BM1077-HSC-Frozen-160105-53	HSC	35.361	-7.6139	-0.68234	4.2167	1.9265	1.0798	1.9581	-0.59862	-1.4702	-2.2687
BM1077-HSC-Frozen-160105-54	HSC	37.27	-6.4269	-1.0324	4.6387	3.3088	1.1574	2.1551	-0.14384	-1.7124	-2.2609
BM1077-HSC-Frozen-160105-55	HSC	35.735	-6.692	-0.29731	4.0138	2.2027	1.0264	1.9227	-0.40933	-1.5689	-2.3813
BM1077-HSC-Frozen-160105-56	HSC	37.494	-5.8069	-1.0089	4.7771	3.3387	0.81695	1.9205	-0.2314	-1.7157	-2.3106
BM1077-HSC-Frozen-160105-57	HSC	36.626	-5.7911	-1.2278	3.9714	2.2566	1.0681	1.9829	-0.39947	-1.5957	-2.2918
BM1077-HSC-Frozen-160105-58	HSC	36.546	-7.4554	-1.1895	4.3321	2.5096	1.1218	2.0346	-0.45338	-1.3681	-2.2903
BM1077-HSC-Frozen-160105-59	HSC	35.801	-6.039	-0.10692	4.5251	2.5538	0.64123	1.9828	-0.14983	-1.7618	-2.3434
BM1077-HSC-Frozen-160105-60	HSC	36.194	-6.8002	-1.6144	4.1055	2.1317	0.62432	1.959	-0.34353	-1.5373	-2.2125
BM1077-HSC-Frozen-160105-61	HSC	37.216	-7.7869	-1.3901	4.7576	3.422	1.6773	1.9619	-0.38569	-1.4873	-2.2113
BM1077-HSC-Frozen-160105-62	HSC	34.803	-7.3818	-0.18694	3.7507	1.906	1.2742	1.9529	-0.43583	-1.5598	-2.3457
BM1077-HSC-Frozen-160105-63	HSC	36.881	-6.9741	-1.2878	4.6688	2.8919	1.2305	2.1998	-0.092574	-1.6703	-2.2331
BM1077-HSC-Frozen-160105-64	HSC	36.996	-7.5969	-1.0678	4.6279	3.1184	1.5157	2.0829	-0.41582	-1.5752	-2.2528
BM1077-HSC-Frozen-160105-66	HSC	36.432	-7.4201	-0.80639	4.4954	2.8139	1.2265	2.1323	-0.15983	-1.6265	-2.2243
BM1077-HSC-Frozen-160105-68	HSC	35.375	-5.2242	-0.81239	3.918	2.0664	0.66128	2.1276	-0.053695	-1.795	-2.4021
BM1077-HSC-Frozen-160105-69	HSC	35.264	-7.1588	-0.50919	4.0847	1.9755	1.0316	2.0486	-0.46261	-1.7654	-2.2728
BM1077-HSC-Frozen-160105-71	HSC	36.618	-7.6655	-0.98104	4.4762	2.8899	1.3002	2.1485	-0.29724	-1.4961	-2.2356
BM1077-HSC-Frozen-160105-72	HSC	36.593	-5.8661	-0.6886	4.2368	2.5094	0.70847	1.523	-0.53337	-1.4925	-2.2037
BM1077-HSC-Frozen-160105-73	HSC	37.279	-7.3662	-1.4602	4.5429	3.0239	1.3595	2.015	-0.2937	-1.498	-2.2794
BM1077-HSC-Frozen-160105-74	HSC	33.778	-8.1256	-0.58235	3.8486	1.5186	1.4121	2.1559	-0.63918	-1.3141	-2.2605
BM1077-HSC-Frozen-160105-75	HSC	36.946	-7.765	-1.2246	4.3097	3.0585	1.5931	1.8998	-0.5006	-1.4485	-2.3136
BM1077-HSC-Frozen-160105-76	HSC	37.795	-6.7263	-1.3088	4.6863	3.5345	1.1273	1.6725	-0.40337	-1.4395	-2.3509
BM1077-HSC-Frozen-160105-77	HSC	37.011	-5.9559	-0.4383	4.7672	3.3709	0.76159	1.6863	-0.21034	-1.6639	-2.2414
BM1077-HSC-Frozen-160105-78	HSC	37.065	-7.2034	-1.1197	4.3996	2.861	1.4732	1.9114	-0.41731	-1.534	-2.3775
BM1077-HSC-Frozen-160105-79	HSC	35.461	-6.7856	0.21	4.4355	2.541	0.56052	1.6551	-0.57586	-1.707	-2.2588
BM1077-HSC-Frozen-160105-80	HSC	35.487	-7.1229	-0.32773	4.1697	2.3085	1.243	2.1712	-0.12503	-1.5711	-2.3166
BM1077-HSC-Frozen-160105-81	HSC	36.599	-6.6278	-0.62335	4.2493	2.7208	1.0527	1.8872	-0.33403	-1.8042	-2.2803
BM1077-HSC-Frozen-160105-82	HSC	35.852	-6.3953	-0.66102	4.3081	2.1793	0.71603	2.0929	-0.30145	-1.6876	-2.3407
BM1077-HSC-Frozen-160105-83	HSC	35.815	-7.8946	-0.37288	4.2278	2.5684	1.0101	1.7837	-0.50737	-1.5968	-2.3153
BM1077-HSC-Frozen-160105-85	HSC	35.179	-4.4275	-0.35156	4.5734	2.516	-0.19561	1.3108	-0.40078	-1.5208	-2.0227
BM1077-HSC-Frozen-160105-87	HSC	37.322	-7.6218	-1.4826	4.737	3.2084	1.4988	2.1104	-0.40886	-1.5837	-2.3578
BM1077-HSC-Frozen-160105-88	HSC	37.356	-5.2576	-1.0494	4.4487	3.373	0.7608	1.5702	-0.81625	-1.4998	-2.4573
BM1077-HSC-Frozen-160105-89	HSC	36.904	-6.9214	-1.6942	3.9304	2.5932	1.4991	1.7995	-0.60743	-1.2738	-2.295
BM1077-HSC-Frozen-160105-90	HSC	37.364	-6.6113	-2.4395	4.0292	2.9811	1.6056	1.7081	-0.63198	-1.1745	-2.2935
BM1077-HSC-Frozen-160105-91	HSC	34.882	-6.9392	-0.59267	4.0703	1.7724	0.66853	2.1072	-0.39805	-1.6451	-2.2941
BM1077-HSC-Frozen-160105-92	HSC	36.229	-7.0194	-0.57746	4.2187	3.1788	1.5871	2.1255	-0.09302	-1.8955	-2.2373
BM1077-HSC-Frozen-160105-95	HSC	34.492	-7.3364	0.24994	3.7434	2.0429	1.0884	1.9996	-0.27531	-1.5879	-2.2876
BM1077-CMP-Frozen-160106-1	CMP	34.849	-9.695	-3.414	5.6205	3.889	1.2572	2.1359	-0.39818	-1.5209	-2.3054
BM1077-CMP-Frozen-160106-2	CMP	32.789	-9.4975	-3.0511	6.1763	3.2138	0.43196	2.3547	-1.1415	-1.5048	-2.112
BM1077-CMP-Frozen-160106-3	CMP	34.952	-6.4194	-5.1862	5.3771	4.8415	1.0756	1.9965	-0.27062	-1.7474	-1.8878
BM1077-CMP-Frozen-160106-4	CMP	27.664	-10.9	-3.9195	6.0378	4.043	0.40255	1.7621	-0.16527	-1.845	-2.317
BM1077-CMP-Frozen-160106-5	CMP	35.876	-2.8084	-4.9303	4.0925	3.0418	0.48302	1.6016	-0.67427	-0.95143	-2.2327
BM1077-CMP-Frozen-160106-6	CMP	37.029	-4.7412	-3.0954	5.6545	2.9299	-0.26434	2.1158	-0.69864	-1.3852	-2.2902
BM1077-CMP-Frozen-160106-8	CMP	29.737	-10.997	-3.7093	5.7232	3.2121	0.5608	1.8248	-0.7934	-1.6625	-2.652
BM1077-CMP-Frozen-160106-10	CMP	33.459	-6.2113	-5.0877	6.42	3.9673	0.49656	2.5304	-0.97704	-1.9156	-1.9876
BM1077-CMP-Frozen-160106-12	CMP	33.526	-9.8154	-3.646	5.4588	3.5145	0.9779	2.0568	-1.0813	-1.1973	-2.2975
BM1077-CMP-Frozen-160106-14	CMP	37.858	-5.3791	-3.9756	5.7765	3.7749	0.33669	2.013	-0.45957	-1.4519	-2.242
BM1077-CMP-Frozen-160106-15	CMP	37.344	-5.4244	-3.918	5.2668	3.5043	0.20361	2.1601	-0.70934	-1.2109	-2.095
BM1077-CMP-Frozen-160106-16	CMP	34.808	-9.1052	-3.57	6.2142	4.0878	0.82399	2.3036	-0.68831	-1.7171	-2.2563
BM1077-CMP-Frozen-160106-18	CMP	34.409	-9.3628	-3.4874	5.9689	3.5124	0.40469	2.5292	-0.37489	-1.6324	-2.426
BM1077-CMP-Frozen-160106-19	CMP	36.056	-7.7506	-4.4819	5.7395	4.2183	0.93925	2.249	-0.39534	-1.3396	-2.2939
BM1077-CMP-Frozen-160106-21	CMP	32	-9.0904	-4.758	6.3277	4.0119	0.48382	2.3237	-0.54633	-1.9701	-2.2603
BM1077-CMP-Frozen-160106-22	CMP	37.53	-4.251	-3.1865	5.2169	2.9412	-0.032975	1.9528	-0.77402	-1.4225	-2.1361
BM1077-CMP-Frozen-160106-23	CMP	38.099	-4.1749	-2.0066	4.7528	3.596	0.31024	1.4795	-0.52834	-1.4464	-2.2674
BM1077-CMP-Frozen-160106-24	CMP	34.079	-9.9018	-3.0968	5.3848	3.308	1.0371	2.0909	-0.93737	-1.2628	-2.4151
BM1077-CMP-Frozen-160106-25	CMP	34.865	-8.7229	-3.4379	6.0189	3.7359	0.78942	2.0433	-1.1419	-1.3626	-2.1343
BM1077-CMP-Frozen-160106-26	CMP	36.883	-3.2841	-4.7561	4.5243	3.7454	0.27525	1.976	-0.16293	-1.6859	-2.1655
BM1077-CMP-Frozen-160106-28	CMP	33.753	-9.4761	-3.5559	6.3062	4.0135	0.84307	2.333	-0.74826	-1.727	-2.2362
BM1077-CMP-Frozen-160106-30	CMP	32.612	-9.982	-3.3678	6.2807	3.7622	0.54269	2.3363	-0.57475	-1.8506	-2.2082
BM1077-CMP-Frozen-160106-31	CMP	36.231	-6.2373	-5.1256	5.5994	4.1457	0.94319	2.1037	-0.70139	-1.7123	-2.0123
BM1077-CMP-Frozen-160106-32	CMP	37.974	-3.5713	-2.2629	5.0843	3.4008	0.14791	1.6605	-0.53224	-1.4293	-2.3818
BM1077-CMP-Frozen-160106-33	CMP	37.902	-5.9908	-2.0936	5.0118	2.9992	0.22408	2.1017	-0.67905	-1.5321	-2.247
BM1077-CMP-Frozen-160106-34	CMP	33.378	-9.128	-3.986	5.5657	3.0118	0.27461	2.6143	-0.64504	-1.3313	-2.2358
BM1077-CMP-Frozen-160106-35	CMP	38.216	-4.6273	-2.5373	5.3876	3.7671	0.15804	1.6667	-0.5385	-1.5924	-2.31
BM1077-CMP-Frozen-160106-36	CMP	37.836	-4.3579	-3.3202	5.0581	3.2847	0.0066282	1.9884	-0.71364	-1.5233	-2.2683
BM1077-CMP-Frozen-160106-37	CMP	34.134	-10.156	-2.7773	5.4405	3.0511	0.89212	2.3023	-0.66769	-1.4943	-2.4816
BM1077-CMP-Frozen-160106-39	CMP	33.424	-10.084	-3.4669	6.1529	3.6923	0.613	2.1182	-0.53522	-1.7819	-2.4281
BM1077-CMP-Frozen-160106-40	CMP	38.435	-6.2835	-2.839	5.0546	3.779	1.0642	1.9481	-0.46666	-1.3911	-2.2982
BM1077-CMP-Frozen-160106-42	CMP	36.841	-6.0594	-5.141	5.253	4.2613	0.92762	1.9096	-0.54093	-1.4056	-2.2995
BM1077-CMP-Frozen-160106-43	CMP	37.779	-6.3044	-1.8107	5.5378	3.7115	0.78304	2.1251	-0.1154	-1.7097	-2.0605
BM1077-CMP-Frozen-160106-44	CMP	34.278	-8.7974	-3.7387	6.2704	3.8389	0.48643	2.3086	-0.45134	-2.2197	-2.4171
BM1077-CMP-Frozen-160106-45	CMP	27.649	-11.462	-3.5438	5.7002	3.268	0.1255	1.9101	-0.42211	-1.7691	-2.3386
BM1077-CMP-Frozen-160106-46	CMP	38.43	-6.1105	-2.4777	5.2913	3.8985	0.63138	1.9528	-0.55493	-1.4859	-2.2233
BM1077-CMP-Frozen-160106-49	CMP	36.949	-4.5689	-2.2549	4.9248	2.4363	0.051712	1.8549	-1.1158	-1.4659	-2.2447
BM1077-CMP-Frozen-160106-50	CMP	37.412	-6.2447	-2.696	5.2073	3.0327	-0.023328	1.8911	-0.82362	-1.5998	-2.1514
BM1077-CMP-Frozen-160106-51	CMP	25.14	-11.017	-4.1427	5.7769	2.9637	-0.14549	1.669	-0.06282	-1.5247	-2.3626
BM1077-CMP-Frozen-160106-52	CMP	38.328	-5.5245	-1.6957	5.1771	3.4582	0.53445	1.8269	-0.49029	-1.5718	-2.2115
BM1077-CMP-Frozen-160106-53	CMP	35.773	-3.3263	-5.1052	4.2478	3.2777	-0.028314	2.1593	-0.30184	-1.2001	-2.0179
BM1077-CMP-Frozen-160106-55	CMP	18.681	-11.853	-3.5342	4.7819	2.3945	-0.45406	1.4059	0.026899	-1.2837	-2.1658
BM1077-CMP-Frozen-160106-56	CMP	37.597	-4.7139	-4.268	5.2376	4.022	0.51847	2.1669	-0.12488	-1.4496	-2.1731
BM1077-CMP-Frozen-160106-57	CMP	37.14	-4.964	-4.1295	5.4039	3.4465	-0.12996	2.23	-0.7149	-1.4898	-2.3417
BM1077-CMP-Frozen-160106-58	CMP	36.84	-7.9578	-3.3052	5.8846	4.082	1.1236	2.2855	-0.21325	-1.6598	-2.308
BM1077-CMP-Frozen-160106-59	CMP	34.571	-8.8569	-2.5749	6.3046	3.4775	0.50566	2.3593	-1.0132	-1.7726	-2.2034
BM1077-CMP-Frozen-160106-60	CMP	37.899	-7.3266	-2.9614	5.7248	4.029	0.76415	2.0657	-0.4023	-1.6131	-2.3806
BM1077-CMP-Frozen-160106-61	CMP	38.11	-4.4154	-1.7878	5.3961	3.863	0.2699	1.8411	-0.19712	-1.7089	-2.2598
BM1077-CMP-Frozen-160106-62	CMP	36.673	-7.7313	-1.7312	5.6222	2.9029	0.55561	2.4331	-0.59279	-1.7356	-2.2359
BM1077-CMP-Frozen-160106-64	CMP	37.809	-7.1081	-3.5919	5.5497	4.032	0.93986	2.1889	-0.30109	-1.5626	-2.2904
BM1077-CMP-Frozen-160106-66	CMP	35.914	-2.1429	-5.1293	4.7858	3.49	0.076451	1.908	-0.33646	-1.6637	-2.1879
BM1077-CMP-Frozen-160106-67	CMP	38.043	-6.8756	-1.8666	5.2102	3.5165	0.82556	2.0531	-0.30323	-1.4861	-2.2231
BM1077-CMP-Frozen-160106-68	CMP	35.647	-8.0758	-4.3618	5.3729	4.3527	1.1376	1.9189	-0.25556	-1.3733	-1.9516
BM1077-CMP-Frozen-160106-69	CMP	36.52	-7.3394	-3.0192	5.7516	3.2119	0.19001	2.5389	-0.61198	-1.5354	-2.0903
BM1077-CMP-Frozen-160106-70	CMP	32.421	-9.9028	-3.8736	6.3192	3.5931	0.81714	2.324	-0.74077	-1.7745	-2.4137
BM1077-CMP-Frozen-160106-71	CMP	38.086	-4.8205	-3.8928	5.0312	3.8421	0.59518	1.7694	-0.46632	-1.273	-2.2954
BM1077-CMP-Frozen-160106-72	CMP	38.056	-6.0844	-2.1369	5.0912	3.3051	0.50281	1.7915	-0.7294	-1.2675	-2.2804
BM1077-CMP-Frozen-160106-74	CMP	37.742	-5.3859	-2.9074	5.5248	3.4653	0.17408	1.9035	-0.91497	-1.3495	-2.1879
BM1077-CMP-Frozen-160106-75	CMP	37.675	-7.2641	-2.5191	5.7631	3.6321	0.46137	2.1225	-0.76057	-1.5678	-2.3484
BM1077-CMP-Frozen-160106-76	CMP	38.265	-5.2641	-1.6418	5.2223	3.5748	0.63398	1.6106	-0.69744	-1.5874	-2.2637
BM1077-CMP-Frozen-160106-77	CMP	35.159	-8.7272	-4.1003	6.0986	3.9021	0.65904	1.967	-0.83556	-1.4127	-2.3605
BM1077-CMP-Frozen-160106-78	CMP	33.624	-9.7678	-3.2114	6.1726	3.9394	1.0369	2.1507	-0.85558	-1.749	-2.2142
BM1077-CMP-Frozen-160106-79	CMP	36.195	-3.0407	-2.149	5.5771	2.999	-0.54214	1.5692	-0.76328	-1.7506	-2.155
BM1077-CMP-Frozen-160106-80	CMP	35.997	-3.0534	-4.6892	4.6569	3.7228	-0.054993	2.2483	-0.015405	-1.7225	-2.0797
BM1077-CMP-Frozen-160106-82	CMP	36.195	-4.2493	-5.2274	4.511	3.4364	0.53447	1.7063	-0.6495	-0.9749	-2.2969
BM1077-CMP-Frozen-160106-83	CMP	37.264	-6.0234	-0.95589	4.9677	3.1374	0.091629	2.0895	-0.45212	-1.8839	-2.4324
BM1077-CMP-Frozen-160106-84	CMP	36.897	-3.6054	-4.7352	4.4033	3.2573	0.34773	2.1586	-0.12973	-1.4108	-2.2208
BM1077-CMP-Frozen-160106-85	CMP	34.624	-9.1756	-3.8766	6.1229	3.9453	0.73294	2.4081	-0.52441	-1.6997	-2.2716
BM1077-CMP-Frozen-160106-86	CMP	33.721	-9.813	-3.1666	5.9316	3.2224	0.27027	2.3836	-0.62976	-1.6724	-2.4274
BM1077-CMP-Frozen-160106-87	CMP	37.859	-5.8203	-2.0456	5.7781	3.5014	0.23832	1.8982	-0.29134	-1.4443	-2.1515
BM1077-CMP-Frozen-160106-88	CMP	34.619	-5.6944	-5.4814	5.7773	4.3688	0.941	2.0242	-0.84316	-1.8894	-1.8781
BM1077-CMP-Frozen-160106-89	CMP	29.504	-10.993	-3.853	5.8402	3.3463	0.24724	2.0633	-0.51377	-1.7045	-2.3179
BM1077-CMP-Frozen-160106-91	CMP	35.835	-5.3318	-5.5868	5.4396	3.9411	0.62635	2.0892	-0.79735	-1.5959	-2.0056
BM1077-CMP-Frozen-160106-92	CMP	29.803	-10.77	-3.5859	6.1967	3.365	0.34082	2.1311	-0.7535	-1.6725	-2.3901
BM1077-CMP-Frozen-160106-95	CMP	37.487	-6.2291	-1.7669	5.6236	3.1578	0.13144	2.2912	-0.54802	-1.8924	-2.5106
BM1077-MPP-Frozen-160105-1	MPP	36.601	-7.2495	-1.0362	5.094	3.244	0.94703	1.9626	-0.59483	-1.5182	-2.3307
BM1077-MPP-Frozen-160105-2	MPP	34.875	-7.5634	-0.67985	4.8521	2.7731	1.6811	2.2597	0.13478	-1.7009	-2.2168
BM1077-MPP-Frozen-160105-5	MPP	35.141	-7.3093	-1.8385	4.0981	2.086	1.225	2.348	-0.38721	-1.4942	-2.3463
BM1077-MPP-Frozen-160105-6	MPP	35.937	-7.7764	-1.2843	4.3512	2.5731	1.3042	1.9138	-0.51335	-1.5838	-2.2233
BM1077-MPP-Frozen-160105-7	MPP	36.399	-7.0935	-1.8265	3.8938	2.7902	1.6561	1.7996	-0.20575	-1.5443	-2.1979
BM1077-MPP-Frozen-160105-8	MPP	36.001	-6.2461	-0.9769	4.6286	2.7463	0.41324	1.7965	-0.55023	-1.7788	-2.2931
BM1077-MPP-Frozen-160105-9	MPP	37.022	-7.8526	-1.9066	5.1601	3.5777	1.3783	1.9351	-0.63388	-1.4594	-2.2221
BM1077-MPP-Frozen-160105-10	MPP	37.58	-5.6603	-2.0723	5.0676	3.7593	0.63768	1.7287	-0.30035	-1.5406	-2.3171
BM1077-MPP-Frozen-160105-11	MPP	35.826	-8.9178	-2.6398	5.6577	4.0156	1.5343	2.2312	-0.75299	-1.5315	-2.1964
BM1077-MPP-Frozen-160105-13	MPP	36.946	-7.1431	-0.98937	4.7695	3.515	1.2274	1.8004	-0.35827	-1.5428	-2.2692
BM1077-MPP-Frozen-160105-14	MPP	35.595	-7.1083	-1.4836	4.3323	2.1959	1.0475	2.1272	-0.5304	-1.3918	-2.2994
BM1077-MPP-Frozen-160105-15	MPP	36.03	-6.7396	-2.2656	4.0392	2.3852	1.457	1.7093	-0.53122	-1.0596	-2.2811
BM1077-MPP-Frozen-160105-16	MPP	35.484	-8.9282	-1.9391	4.8152	3.4722	2.0744	2.1538	-0.55488	-1.3841	-2.2062
BM1077-MPP-Frozen-160105-17	MPP	34.883	-4.4287	-1.5223	4.5357	2.2775	-0.18375	1.7498	-0.53177	-1.7225	-2.35
BM1077-MPP-Frozen-160105-18	MPP	36.918	-7.5758	-1.5006	5.0056	3.2712	1.2528	1.9044	-0.3422	-1.4849	-2.3331
BM1077-MPP-Frozen-160105-19	MPP	34.046	-7.7115	-0.99998	4.1737	1.8847	1.306	2.3791	-0.20952	-1.554	-2.2518
BM1077-MPP-Frozen-160105-20	MPP	36.349	-7.9935	-1.5244	4.6804	3.1634	1.4225	2.0139	-0.20338	-1.427	-2.141
BM1077-MPP-Frozen-160105-22	MPP	36.802	-7.1285	-0.91854	4.861	3.4298	1.1857	1.7616	-0.5971	-1.4594	-2.2162
BM1077-MPP-Frozen-160105-24	MPP	35.146	-6.8688	-1.1453	3.6612	2.0681	1.1736	1.9857	-0.18519	-1.5012	-2.1504
BM1077-MPP-Frozen-160105-25	MPP	37.485	-6.1472	-1.8209	4.9356	3.371	0.87642	1.8001	-0.38178	-1.4461	-2.2598
BM1077-MPP-Frozen-160105-26	MPP	35.131	-7.9391	-1.5386	4.1002	2.2166	1.289	2.0752	-0.40719	-1.2356	-2.1379
BM1077-MPP-Frozen-160105-28	MPP	35.04	-7.5716	-1.0808	4.188	2.5388	1.1541	2.2952	-0.074272	-1.8227	-2.212
BM1077-MPP-Frozen-160105-30	MPP	35.623	-7.3392	-1.1323	4.318	2.42	1.0971	2.1376	-0.25669	-1.5458	-2.2293
BM1077-MPP-Frozen-160105-31	MPP	37.305	-7.1596	-1.4898	4.8621	3.5609	1.4039	1.8388	-0.35049	-1.638	-2.2925
BM1077-MPP-Frozen-160105-32	MPP	36.514	-8.5327	-2.2652	5.4247	3.7755	1.472	2.065	-0.6407	-1.4981	-2.1603
BM1077-MPP-Frozen-160105-34	MPP	35.006	-5.2704	-0.66318	4.3398	2.3934	0.19393	1.723	-0.58068	-1.613	-2.316
BM1077-MPP-Frozen-160105-35	MPP	35.521	-7.0953	-0.81215	4.2486	2.512	1.3826	2.175	-0.18827	-1.6585	-2.2804
