name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
singles-20160617-scATAC-BM1214-CMP-LS-67	CMP	31.917	-9.7447	-4.6294	6.0048	3.8811	0.62439	2.1738	-0.67841	-1.9464	-2.2167
singles-20160617-scATAC-BM1214-CMP-LS-68	CMP	38.265	-6.0586	-2.7998	5.2911	4.0834	1.0883	1.7716	-0.7788	-1.4409	-2.2656
singles-20160617-scATAC-BM1214-CMP-LS-70	CMP	34.05	-7.3166	-5.0561	5.9702	4.2823	0.49348	2.2034	-0.836	-1.6947	-1.8666
singles-20160617-scATAC-BM1214-CMP-LS-71	CMP	38.3	-5.7317	-1.6831	5.0726	3.6778	0.41357	1.8031	-0.55636	-1.7315	-2.3707
singles-20160617-scATAC-BM1214-CMP-LS-72	CMP	37.522	-6.8014	-1.605	5.0609	3.082	0.49579	1.9233	-0.93437	-1.5207	-2.3692
singles-20160617-scATAC-BM1214-CMP-LS-73	CMP	37.077	-7.9142	-1.4075	4.8777	3.2368	0.77597	1.9015	-0.74742	-1.6432	-2.1723
singles-20160617-scATAC-BM1214-CMP-LS-75	CMP	32.801	-10.494	-2.9191	5.9073	3.9005	1.0595	2.021	-0.81898	-1.6928	-2.4314
singles-20160617-scATAC-BM1214-CMP-LS-76	CMP	33.177	-9.7487	-2.9992	6.33	3.6205	0.55377	2.2883	-0.89983	-1.8156	-2.28
singles-20160617-scATAC-BM1214-CMP-LS-77	CMP	29.196	-10.899	-4.0629	5.757	3.1746	0.2149	2.2416	-0.34204	-1.8126	-2.3102
singles-20160617-scATAC-BM1214-CMP-LS-78	CMP	36.89	-5.1349	-4.9182	4.8977	4.0618	0.79062	1.6985	-0.54761	-1.1147	-2.1475
singles-20160617-scATAC-BM1214-CMP-LS-80	CMP	37.012	-7.5666	-2.4787	5.1907	3.4631	1.0333	1.7285	-0.95436	-1.1324	-2.2748
singles-20160617-scATAC-BM1214-CMP-LS-81	CMP	36.107	-8.3833	-3.8955	5.7137	3.9031	0.7379	2.1019	-0.84301	-1.3784	-2.2573
singles-20160617-scATAC-BM1214-CMP-LS-82	CMP	37.693	-6.9362	-2.1968	4.7424	2.9528	0.71597	1.9106	-0.69897	-1.2703	-2.3042
singles-20160617-scATAC-BM1214-CMP-LS-84	CMP	31.307	-10.824	-3.7747	5.6503	3.5302	0.50753	1.794	-0.73512	-1.2956	-2.4253
singles-20160617-scATAC-BM1214-CMP-LS-85	CMP	38.275	-5.2304	-2.3682	4.863	3.8643	0.50769	1.5016	-0.63383	-1.4266	-2.287
singles-20160617-scATAC-BM1214-CMP-LS-87	CMP	36.922	-5.6457	-4.9601	5.2019	3.8887	0.47947	2.4265	-0.41121	-1.4585	-2.3279
singles-20160617-scATAC-BM1214-CMP-LS-88	CMP	34.201	-6.8832	-5.1613	5.7661	4.1435	0.58395	2.3702	-0.94105	-2.0317	-2.0191
singles-20160617-scATAC-BM1214-CMP-LS-90	CMP	37.93	-4.6532	-1.5629	4.741	3.2593	0.085035	1.786	-0.53434	-1.6505	-2.4044
singles-20160617-scATAC-BM1214-CMP-LS-92	CMP	32.922	-10.36	-3.0592	5.8769	3.5613	0.62382	2.4134	-0.63766	-1.753	-2.4816
singles-20160617-scATAC-BM1214-CMP-LS-94	CMP	37.674	-6.0117	-3.9316	4.9598	4.1664	1.1627	1.7537	-0.72243	-1.2429	-2.3173
singles-20160617-scATAC-BM1214-CMP-LS-95	CMP	31.258	-10.897	-3.3516	5.7916	3.9972	1.0524	2.1601	-0.61656	-1.7618	-2.3714
singles-20160617-scATAC-BM1214-CMP-LS-96	CMP	36.307	-6.6518	-5.0565	5.3929	4.092	0.80525	2.066	-0.81004	-1.428	-2.0944
singles-20160726-scATAC-BM1214-CMP-LS-1	CMP	33.919	-7.0507	-5.0645	6.0811	4.6173	0.66332	2.087	-0.19177	-1.8251	-1.8636
singles-20160726-scATAC-BM1214-CMP-LS-2	CMP	32.564	-8.7826	-4.3392	5.7943	3.9758	0.51751	2.0292	-1.3509	-1.4219	-1.9663
singles-20160726-scATAC-BM1214-CMP-LS-3	CMP	34.051	-7.057	-4.9855	5.793	4.6323	0.65138	2.0442	-0.51511	-2.0019	-1.8365
singles-20160726-scATAC-BM1214-CMP-LS-4	CMP	36.627	-4.0545	-5.0559	4.7407	4.3229	0.74099	2.0426	-0.084751	-1.4303	-2.1178
singles-20160726-scATAC-BM1214-CMP-LS-5	CMP	34.234	-9.0501	-4.1876	5.8057	4.6535	1.2957	1.7877	-0.53098	-1.5775	-2.2056
singles-20160726-scATAC-BM1214-CMP-LS-6	CMP	32.761	-10.279	-3.5803	6.0641	3.6849	0.54144	2.1449	-0.6473	-1.7321	-2.4198
singles-20160726-scATAC-BM1214-CMP-LS-7	CMP	35.692	-8.8069	-1.7571	4.8852	3.2075	1.4295	1.9227	-0.97777	-1.3167	-2.225
singles-20160726-scATAC-BM1214-CMP-LS-10	CMP	38.366	-5.4234	-2.4492	5.3618	3.4996	0.18278	1.9957	-0.47762	-1.6862	-2.4203
singles-20160726-scATAC-BM1214-CMP-LS-12	CMP	36.013	-5.2962	-5.2194	5.2852	4.7598	1.4469	2.0375	-0.3673	-1.6697	-2.1491
singles-20160726-scATAC-BM1214-CMP-LS-14	CMP	31.672	-6.1599	-5.747	5.556	3.6412	-0.28975	2.4175	-1.0588	-1.7896	-1.8507
singles-20160726-scATAC-BM1214-CMP-LS-17	CMP	36.16	-6.2388	-4.6065	5.6412	4.0223	0.31091	2.405	-1.0028	-1.797	-2.2171
singles-20160726-scATAC-BM1214-CMP-LS-19	CMP	29.979	-11.824	-2.9049	4.9623	3.0701	0.93874	1.9764	-0.64915	-1.4042	-2.1734
singles-20160726-scATAC-BM1214-CMP-LS-20	CMP	37.908	-5.4849	-2.8675	4.6079	3.2125	0.71243	1.5882	-0.69935	-1.0961	-2.1751
singles-20160726-scATAC-BM1214-CMP-LS-22	CMP	38.277	-5.7043	-2.5148	4.9364	4.0108	0.8419	1.5387	-0.76368	-1.5306	-2.2621
singles-20160726-scATAC-BM1214-CMP-LS-23	CMP	37.028	-8.0319	-2.3737	5.5863	3.8016	1.0855	2.0515	-0.91202	-1.4857	-2.2977
singles-20160726-scATAC-BM1214-CMP-LS-24	CMP	32.75	-10.422	-2.8005	5.3578	3.1723	1.3191	2.1233	-1.0727	-1.3886	-2.303
singles-20160726-scATAC-BM1214-CMP-LS-26	CMP	35.127	-9.5065	-3.6642	5.6403	3.7826	0.5747	1.8112	-0.5936	-1.4949	-2.4817
singles-20160726-scATAC-BM1214-CMP-LS-27	CMP	34.473	-6.0424	-5.0366	5.3608	5.009	1.4682	2.0204	-0.12624	-1.5193	-1.8381
singles-20160726-scATAC-BM1214-CMP-LS-28	CMP	38.382	-5.4187	-2.2298	4.6616	3.8147	0.78191	1.5672	-0.56399	-1.4456	-2.2788
singles-20160726-scATAC-BM1214-CMP-LS-30	CMP	35.464	-9.2253	-3.2972	5.9815	3.8381	1.1564	2.2823	-0.61343	-1.6423	-2.4074
singles-20160726-scATAC-BM1214-CMP-LS-32	CMP	38.095	-4.4114	-3.0289	4.5551	2.9707	0.32746	1.874	-0.22844	-1.4503	-2.3128
singles-20160726-scATAC-BM1214-CMP-LS-33	CMP	37.737	-6.611	-1.2513	4.8111	2.9462	0.69504	1.8712	-0.54976	-1.4916	-2.3198
singles-20160726-scATAC-BM1214-CMP-LS-36	CMP	37.023	-7.7618	-3.0738	5.2217	3.6731	0.94967	1.98	-0.93223	-1.4226	-2.057
singles-20160726-scATAC-BM1214-CMP-LS-37	CMP	37.54	-3.8517	-4.3804	4.8893	4.3398	0.88822	1.8146	-0.20843	-1.5024	-2.1907
singles-20160726-scATAC-BM1214-CMP-LS-39	CMP	38.453	-6.2205	-2.5167	5.51	3.6825	0.75054	1.9243	-0.53134	-1.5193	-2.2158
singles-20160726-scATAC-BM1214-CMP-LS-40	CMP	34.026	-9.7903	-3.2879	5.9328	3.7978	1.188	2.2794	-0.84883	-1.6341	-2.2817
singles-20160726-scATAC-BM1214-CMP-LS-42	CMP	34.568	-8.0682	-4.3868	6.2299	4.492	1.0753	2.3182	-0.53513	-1.9074	-2.1268
singles-20160726-scATAC-BM1214-CMP-LS-43	CMP	35.686	-6.1698	-4.8122	5.1469	4.8134	1.57	1.8377	-0.30304	-1.861	-2.0353
singles-20160726-scATAC-BM1214-CMP-LS-47	CMP	34.357	-6.5455	-4.6842	6.074	4.6442	0.87039	2.2954	-0.62362	-1.9526	-1.8279
singles-20160726-scATAC-BM1214-CMP-LS-48	CMP	34.821	-6.2335	-5.3327	5.8637	4.5433	1.1813	2.1572	-0.62626	-1.914	-1.9834
singles-20160726-scATAC-BM1214-CMP-LS-49	CMP	28.959	-10.732	-3.9835	5.7955	3.7007	-0.070908	2.0332	-0.5141	-1.594	-2.5346
singles-20160726-scATAC-BM1214-CMP-LS-50	CMP	35.417	-9.3933	-3.2228	5.5444	3.8379	1.2669	2.0649	-0.70272	-1.4236	-2.4802
singles-20160726-scATAC-BM1214-CMP-LS-51	CMP	36.037	-8.4397	-2.6454	5.7766	3.7713	1.0696	2.0763	-1.0684	-1.5481	-2.1461
singles-20160726-scATAC-BM1214-CMP-LS-52	CMP	31.239	-10.563	-3.4322	6.1202	3.8743	0.57803	2.2106	-0.59028	-1.8907	-2.4469
singles-20160726-scATAC-BM1214-CMP-LS-53	CMP	36.734	-4.8522	-4.9762	5.0197	4.5631	1.3572	1.8036	-0.44634	-1.5931	-2.1587
singles-20160726-scATAC-BM1214-CMP-LS-54	CMP	33.407	-9.7397	-3.9947	5.8057	3.7793	1.0437	2.1896	-0.95939	-1.4896	-2.1724
singles-20160726-scATAC-BM1214-CMP-LS-55	CMP	32.13	-10.432	-3.3767	5.8285	3.7751	1.0325	2.129	-1.0226	-1.4762	-2.2941
singles-20160726-scATAC-BM1214-CMP-LS-56	CMP	37.519	-7.3869	-2.6661	5.4217	4.4228	1.4117	2.0579	-0.65716	-1.74	-2.3264
singles-20160726-scATAC-BM1214-CMP-LS-57	CMP	37.658	-4.6228	-3.5033	4.8365	3.6859	0.15355	1.7012	-0.61383	-1.1133	-2.2017
singles-20160726-scATAC-BM1214-CMP-LS-59	CMP	34.889	-7.5416	-4.5362	6.1994	3.9696	0.37677	2.462	-0.78213	-2.0691	-2.2834
singles-20160726-scATAC-BM1214-CMP-LS-60	CMP	34.572	-9.5317	-2.8881	5.4142	3.3183	1.5127	2.2229	-0.80915	-1.2819	-2.1396
singles-20160726-scATAC-BM1214-CMP-LS-61	CMP	33.331	-10.091	-3.2853	6.1057	4.0239	1.1081	2.1735	-0.63935	-1.8358	-2.4284
singles-20160726-scATAC-BM1214-CMP-LS-64	CMP	35.68	-4.0853	-5.459	3.9972	4.032	1.0751	1.5429	-0.70785	-1.2027	-2.2346
singles-20160726-scATAC-BM1214-CMP-LS-66	CMP	33.106	-8.9881	-4.6548	6.2204	4.0877	0.4822	2.2483	-0.5953	-2.0055	-2.3385
singles-20160726-scATAC-BM1214-CMP-LS-68	CMP	31.384	-10.126	-3.673	6.206	3.315	0.24564	2.2682	-0.86849	-1.4672	-2.4462
singles-20160726-scATAC-BM1214-CMP-LS-71	CMP	38.079	-6.2421	-1.3115	5.1631	3.6301	0.63593	1.839	-0.58827	-1.7949	-2.3163
singles-20160726-scATAC-BM1214-CMP-LS-72	CMP	35.131	-9.2436	-3.3567	5.6398	3.7813	1.0701	2.059	-0.95026	-1.3455	-2.2124
singles-20160726-scATAC-BM1214-CMP-LS-74	CMP	37.162	-5.5491	-4.7764	5.305	4.2997	0.77385	2.0052	-0.41305	-1.8099	-2.1108
singles-20160726-scATAC-BM1214-CMP-LS-75	CMP	37.907	-5.6622	-1.514	5.0459	4.0131	0.82691	1.3486	-0.48807	-1.535	-2.1662
singles-20160726-scATAC-BM1214-CMP-LS-77	CMP	37.736	-7.0645	-2.0451	4.7435	2.8051	0.99727	2.097	-0.53189	-1.5218	-2.4451
singles-20160726-scATAC-BM1214-CMP-LS-79	CMP	27.162	-11.286	-4.1317	5.8622	3.8256	0.48603	1.8032	-0.5692	-1.6267	-2.2322
singles-20160726-scATAC-BM1214-CMP-LS-81	CMP	37.508	-7.0244	-1.8393	4.5547	3.1044	1.4391	2.007	-0.16782	-1.7015	-2.2463
singles-20160726-scATAC-BM1214-CMP-LS-82	CMP	37.692	-3.8642	-3.9815	4.8623	4.1667	0.49485	1.5388	-0.53856	-1.3942	-2.2996
singles-20160726-scATAC-BM1214-CMP-LS-83	CMP	32.521	-10.366	-3.3013	6.0094	3.854	1.1606	2.1037	-0.8396	-1.678	-2.3619
singles-20160726-scATAC-BM1214-CMP-LS-84	CMP	38.053	-4.9272	-3.8114	5.2967	3.8897	0.33876	1.812	-0.70128	-1.469	-2.276
singles-20160726-scATAC-BM1214-CMP-LS-86	CMP	37.425	-4.7946	-3.5831	5.4446	4.7803	1.0786	1.8609	-0.00533	-1.5301	-2.1659
singles-20160726-scATAC-BM1214-CMP-LS-88	CMP	33.708	-6.1344	-5.2625	5.7517	4.1451	0.45509	2.4834	-0.7489	-1.9984	-1.7869
singles-20160726-scATAC-BM1214-CMP-LS-89	CMP	31.848	-10.514	-3.7276	6.0558	3.8723	0.79109	2.0373	-0.69157	-1.7649	-2.3838
singles-20160726-scATAC-BM1214-CMP-LS-90	CMP	37.311	-7.1319	-2.484	4.7882	3.406	1.1252	1.6687	-0.83229	-1.0878	-2.1591
singles-20160726-scATAC-BM1214-CMP-LS-92	CMP	34.523	-6.4037	-5.2684	5.6934	4.3871	0.90876	2.3351	-0.78751	-1.9626	-1.9166
singles-20160726-scATAC-BM1214-CMP-LS-93	CMP	32.946	-10.118	-3.8613	5.9539	3.8726	0.81111	2.0443	-0.82792	-1.7	-2.3777
singles-20160726-scATAC-BM1214-CMP-LS-95	CMP	37.734	-5.9544	-4.0513	5.2589	4.034	0.73354	1.8288	-0.78678	-1.3262	-2.2198
singles-20160726-scATAC-BM1214-CMP-LS-96	CMP	35.599	-6.05	-5.0311	5.6905	4.7454	0.92956	2.2086	-0.43981	-1.7681	-1.9768
singles-160808-scATAC-BM1137-GMP2mid-LS-5	GMP2mid	36.473	-1.6404	-4.767	5.2323	3.6263	0.73074	2.1286	-0.2963	-1.6118	-2.3483
singles-160808-scATAC-BM1137-GMP2mid-LS-10	GMP2mid	37.126	-1.7498	-4.0023	4.7968	3.2913	0.98162	1.7379	-0.53236	-1.5152	-2.4909
singles-160808-scATAC-BM1137-GMP2mid-LS-11	GMP2mid	36.754	-3.0007	-4.6999	4.633	4.4001	0.88009	1.7346	-0.114	-1.5413	-2.2635
singles-160808-scATAC-BM1137-GMP2mid-LS-12	GMP2mid	34.537	-0.89781	-0.21511	5.4464	3.8101	0.082409	1.2991	-0.62539	-1.9553	-2.3118
singles-160808-scATAC-BM1137-GMP2mid-LS-16	GMP2mid	38.028	-3.372	-3.8422	5.2551	3.7228	0.62202	1.9685	-0.24165	-1.7066	-2.2702
singles-160808-scATAC-BM1137-GMP2mid-LS-18	GMP2mid	34.841	-1.1825	-5.6789	4.4099	3.3642	1.1762	1.9365	-0.27735	-1.5647	-2.3423
singles-160808-scATAC-BM1137-GMP2mid-LS-22	GMP2mid	36.282	-1.236	-3.9953	5.3129	3.5135	1.0641	1.8883	0.12847	-1.524	-2.3301
singles-160808-scATAC-BM1137-GMP2mid-LS-24	GMP2mid	36.177	-1.3727	-4.7834	5.0004	3.4399	0.74085	2.1329	-0.1862	-1.6695	-2.3592
singles-160808-scATAC-BM1137-GMP2mid-LS-29	GMP2mid	34.467	-0.7789	-5.5486	4.7322	2.8614	1.2318	2.0412	-0.41176	-1.6628	-2.4385
singles-160808-scATAC-BM1137-GMP2mid-LS-35	GMP2mid	35.769	-1.1302	-4.9338	5.0611	3.2711	1.0545	2.1563	-0.28009	-1.7022	-2.4025
singles-160808-scATAC-BM1137-GMP2mid-LS-36	GMP2mid	37.838	-3.7151	-3.567	4.9074	4.1723	0.56511	1.8815	0.019029	-1.515	-2.2598
singles-160808-scATAC-BM1137-GMP2mid-LS-40	GMP2mid	35.219	-2.1202	-1.3575	6.2588	3.6134	1.103	1.6797	-0.56215	-1.8966	-1.9013
singles-160808-scATAC-BM1137-GMP2mid-LS-44	GMP2mid	36.289	-2.5821	-5.4333	4.5144	3.484	0.87964	1.9834	-0.3624	-1.5397	-2.2948
singles-160808-scATAC-BM1137-GMP2mid-LS-46	GMP2mid	35.336	-1.5855	-5.3664	4.584	3.1453	1.5911	1.9016	-0.38257	-1.5048	-2.3415
singles-160808-scATAC-BM1137-GMP2mid-LS-47	GMP2mid	34.273	-0.69818	-5.6839	4.8309	3.2295	1.0399	2.0325	-0.10077	-1.4965	-2.3356
singles-160808-scATAC-BM1137-GMP2mid-LS-50	GMP2mid	35.282	-0.54191	-4.5888	5.0637	2.8737	1.0356	2.1792	-0.084461	-1.4873	-2.3478
singles-160808-scATAC-BM1137-GMP2mid-LS-52	GMP2mid	35.881	-1.4853	-5.1216	4.4876	3.3309	0.72779	2.0484	-0.26905	-1.595	-2.428
singles-160808-scATAC-BM1137-GMP2mid-LS-53	GMP2mid	34.392	-0.67005	-5.3893	4.2492	2.7001	0.79528	1.983	-0.62444	-1.4791	-2.4725
singles-160808-scATAC-BM1137-GMP2mid-LS-54	GMP2mid	37.662	-2.5526	-3.9957	5.0228	4.0696	0.84388	1.9584	-0.2768	-1.6978	-2.3951
singles-160808-scATAC-BM1137-GMP2mid-LS-55	GMP2mid	35.34	-2.5809	-4.242	4.0399	3.4408	0.0078795	1.4371	-0.73195	-0.73622	-2.2471
singles-160808-scATAC-BM1137-GMP2mid-LS-58	GMP2mid	34.832	-1.3266	-5.3939	4.7169	3.7993	0.6311	2.1592	0.049719	-1.6416	-2.1836
singles-160808-scATAC-BM1137-GMP2mid-LS-59	GMP2mid	33.209	-1.3065	0.58739	4.7116	4.46	-0.027015	0.92556	-0.54943	-1.5887	-2.2962
singles-160808-scATAC-BM1137-GMP2mid-LS-60	GMP2mid	38.182	-4.7359	-4.0348	5.2076	3.7234	0.49888	2.2387	-0.46358	-1.6101	-2.3221
singles-160808-scATAC-BM1137-GMP2mid-LS-62	GMP2mid	34.659	-1.9863	-5.9829	4.1481	3.519	1.0601	1.8805	-0.1484	-1.2657	-2.2155
singles-160808-scATAC-BM1137-GMP2mid-LS-64	GMP2mid	36.844	-2.8627	-4.1771	4.7782	3.7113	-0.0011918	1.6943	-0.35693	-1.2009	-2.1656
singles-160808-scATAC-BM1137-GMP2mid-LS-65	GMP2mid	33.892	-0.68384	-5.8885	4.5546	3.3055	1.3702	1.9259	-0.27551	-1.586	-2.3823
singles-160808-scATAC-BM1137-GMP2mid-LS-66	GMP2mid	34.659	-0.55942	-4.4261	5.6853	3.7695	1.3711	1.8354	0.21375	-1.4826	-2.3109
singles-160808-scATAC-BM1137-GMP2mid-LS-69	GMP2mid	37.883	-3.842	-3.38	4.6472	4.3038	0.56706	1.4706	-0.36096	-1.6032	-2.3274
singles-160808-scATAC-BM1137-GMP2mid-LS-70	GMP2mid	35.769	-1.0613	-4.7791	5.1286	3.1074	1.1829	1.8495	-0.5098	-1.4379	-2.5367
singles-160808-scATAC-BM1137-GMP2mid-LS-71	GMP2mid	35.311	-1.2939	-5.3454	4.7163	3.6561	1.0918	2.0434	-0.093452	-1.5026	-2.2493
singles-160808-scATAC-BM1137-GMP2mid-LS-72	GMP2mid	33.288	-0.28058	-5.9272	4.1561	2.9663	0.92231	2.0354	-0.37851	-1.7117	-2.3925
singles-160808-scATAC-BM1137-GMP2mid-LS-74	GMP2mid	35.74	-1.5646	-5.2828	4.7749	3.133	0.67627	2.0974	-0.34097	-1.5575	-2.4286
singles-160808-scATAC-BM1137-GMP2mid-LS-75	GMP2mid	36.989	-2.1522	-4.4694	4.8507	3.8235	0.50489	1.8236	-0.39694	-1.4518	-2.4206
singles-160808-scATAC-BM1137-GMP2mid-LS-76	GMP2mid	34.348	-1.5875	-5.124	3.9382	3.4084	-0.12932	1.9611	0.015043	-1.0323	-1.8978
singles-160808-scATAC-BM1137-GMP2mid-LS-77	GMP2mid	34.288	-1.2429	-5.9811	4.3602	3.1612	0.73748	2.0372	-0.30389	-1.4204	-2.4083
singles-160808-scATAC-BM1137-GMP2mid-LS-78	GMP2mid	34.944	-1.8333	-5.6746	4.6013	4.2173	0.97226	1.9488	-0.072911	-1.5302	-2.2562
singles-160808-scATAC-BM1137-GMP2mid-LS-80	GMP2mid	36.482	-1.3979	-3.6565	5.4872	3.0385	0.23576	2.1387	-0.29532	-1.4839	-2.3735
singles-160808-scATAC-BM1137-GMP2mid-LS-81	GMP2mid	35.965	-1.3746	-5.0021	4.7332	3.3921	1.0052	1.7811	-0.27905	-1.449	-2.4089
singles-160808-scATAC-BM1137-GMP2mid-LS-83	GMP2mid	34.349	-1.3018	-5.8695	4.3099	3.0014	1.0452	2.1983	-0.3969	-1.7307	-2.3726
singles-160808-scATAC-BM1137-GMP2mid-LS-85	GMP2mid	37.13	-3.482	-3.5833	5.1913	3.4755	-0.22364	2.1315	-0.79757	-1.4738	-2.3764
singles-160808-scATAC-BM1137-GMP2mid-LS-89	GMP2mid	37.199	-1.6237	-2.4917	5.1264	4.1418	0.89698	1.4621	-0.38654	-1.7662	-2.4414
singles-160808-scATAC-BM1137-GMP2mid-LS-92	GMP2mid	37.663	-3.1052	-2.6371	4.9449	4.296	0.39305	1.5889	-0.10865	-1.6558	-2.2179
singles-160808-scATAC-BM1137-GMP2mid-LS-95	GMP2mid	34.005	-0.32428	-5.4688	4.5127	2.8942	0.6606	2.0188	-0.36145	-1.1678	-2.3613
singles-160808-scATAC-BM1137-GMP2mid-LS-96	GMP2mid	36.241	-3.1487	-1.2023	5.0519	4.9924	0.88823	1.1907	-0.19414	-1.4845	-2.3308
singles-160809-scATAC-BM1137-GMP1low-LS-1	GMP1low	37.259	-3.0075	-4.4835	4.6593	3.9457	0.58092	1.7215	-0.37486	-1.3169	-2.2702
singles-160809-scATAC-BM1137-GMP1low-LS-2	GMP1low	36.147	-2.2079	-4.9607	4.728	3.6978	0.16776	1.8947	-0.18097	-1.3838	-2.2073
singles-160809-scATAC-BM1137-GMP1low-LS-4	GMP1low	37.254	-3.0555	-4.385	4.6926	3.705	0.31235	2.0712	-0.13994	-1.6509	-2.3257
singles-160809-scATAC-BM1137-GMP1low-LS-5	GMP1low	33.741	-1.9733	-5.4226	3.7296	3.1813	0.42059	1.2483	-0.92785	-0.81509	-2.3011
singles-160809-scATAC-BM1137-GMP1low-LS-6	GMP1low	36.73	-2.8421	-4.3338	4.2219	3.6287	0.084199	1.7631	-0.57757	-1.2823	-2.3638
singles-160809-scATAC-BM1137-GMP1low-LS-7	GMP1low	37.359	-3.4721	-4.3656	4.6811	4.2203	1.108	1.7623	-0.17643	-1.4299	-2.1602
singles-160809-scATAC-BM1137-GMP1low-LS-9	GMP1low	37.498	-3.5547	-4.4466	4.8578	4.028	0.40287	1.7899	-0.34945	-1.5109	-2.2528
singles-160809-scATAC-BM1137-GMP1low-LS-11	GMP1low	36.291	-3.2826	-5.4975	4.4235	3.8308	0.6581	1.8944	-0.33695	-1.4157	-2.1693
singles-160809-scATAC-BM1137-GMP1low-LS-13	GMP1low	35.212	-2.5121	-5.7232	3.9341	3.7685	0.47084	1.9263	-0.24337	-1.3812	-2.1354
singles-160809-scATAC-BM1137-GMP1low-LS-14	GMP1low	35.687	-2.4359	-5.3201	4.0838	3.5809	0.83028	1.6398	-0.50815	-1.0723	-2.258
singles-160809-scATAC-BM1137-GMP1low-LS-15	GMP1low	37.819	-3.8939	-4.081	4.6372	4.2339	0.79309	1.7593	-0.39875	-1.3926	-2.3391
singles-160809-scATAC-BM1137-GMP1low-LS-16	GMP1low	37.28	-2.8613	-4.4514	4.592	3.7395	0.34833	1.8573	-0.37669	-1.5586	-2.3736
singles-160809-scATAC-BM1137-GMP1low-LS-17	GMP1low	36.839	-2.8458	-4.6107	4.3922	3.7411	0.26756	1.7586	-0.17755	-1.5006	-2.1382
singles-160809-scATAC-BM1137-GMP1low-LS-19	GMP1low	36.304	-3.0943	-4.7781	4.0484	3.369	0.38531	1.5813	-0.79947	-1.2284	-2.4037
singles-160809-scATAC-BM1137-GMP1low-LS-20	GMP1low	32.649	-1.5728	0.16861	4.2821	5.613	0.48149	2.347	-0.5257	-1.6921	-2.4297
singles-160809-scATAC-BM1137-GMP1low-LS-21	GMP1low	37.923	-3.705	-3.5402	4.6138	4.3358	1.1738	1.8785	-0.15644	-1.6038	-2.4003
singles-160809-scATAC-BM1137-GMP1low-LS-22	GMP1low	37.261	-2.7718	-4.19	4.7727	4.3074	0.74122	1.7378	-0.17032	-1.452	-2.3629
singles-160809-scATAC-BM1137-GMP1low-LS-23	GMP1low	36.292	-2.6554	-4.4174	4.3482	3.9252	-0.013563	1.8384	0.050261	-1.6398	-2.3298
singles-160809-scATAC-BM1137-GMP1low-LS-24	GMP1low	35.349	-1.7696	-4.8635	4.8621	3.6722	-0.083471	1.9203	0.02709	-1.4216	-2.1554
singles-160809-scATAC-BM1137-GMP1low-LS-25	GMP1low	35.366	-1.8119	-5.5672	4.5846	3.7062	1.2789	1.8401	-0.1317	-1.5256	-2.3235
singles-160809-scATAC-BM1137-GMP1low-LS-26	GMP1low	35.622	-2.128	-5.639	4.6119	3.641	0.96528	2.0911	-0.26956	-1.6442	-2.2645
singles-160809-scATAC-BM1137-GMP1low-LS-27	GMP1low	37.184	-1.7013	-2.732	5.5152	4.2037	0.95305	1.7405	-0.18344	-1.8924	-2.4371
singles-160809-scATAC-BM1137-GMP1low-LS-28	GMP1low	37.081	-2.2684	-3.7777	5.1634	3.8949	0.30896	1.8793	-0.0095801	-1.5734	-2.215
singles-160809-scATAC-BM1137-GMP1low-LS-31	GMP1low	36.733	-2.908	-4.739	4.1062	3.7124	0.64049	1.6372	-0.52368	-1.2586	-2.2852
singles-160809-scATAC-BM1137-GMP1low-LS-32	GMP1low	36.201	-2.0957	-4.461	4.3826	3.4246	0.35176	1.3968	-0.7028	-1.2606	-2.3637
singles-160809-scATAC-BM1137-GMP1low-LS-33	GMP1low	37.267	-2.9412	-1.1413	5.2846	4.122	0.8516	1.5174	-0.55149	-1.9408	-2.3384
singles-160809-scATAC-BM1137-GMP1low-LS-36	GMP1low	36.383	-1.4084	-1.6501	5.1502	4.6416	0.49064	1.7762	-0.14852	-1.7491	-2.461
singles-160809-scATAC-BM1137-GMP1low-LS-42	GMP1low	36.92	-3.6492	-4.6394	4.4891	4.2662	1.1098	2.0628	0.010081	-1.6023	-2.2374
singles-160809-scATAC-BM1137-GMP1low-LS-43	GMP1low	36.901	-2.8551	-4.7309	4.6744	4.18	0.57969	1.9087	-0.19885	-1.6354	-2.236
singles-160809-scATAC-BM1137-GMP1low-LS-44	GMP1low	36.261	-2.6379	-4.6789	4.7993	3.5638	0.015554	2.1561	-0.043298	-1.7051	-2.1855
singles-160809-scATAC-BM1137-GMP1low-LS-45	GMP1low	36.785	-1.4031	-3.5604	5.2486	3.6903	1.0799	2.0012	0.038141	-1.5516	-2.2276
singles-160809-scATAC-BM1137-GMP1low-LS-46	GMP1low	36.329	-1.779	-4.8389	4.5205	3.8573	1.0146	1.7785	-0.48396	-1.4242	-2.4478
singles-160809-scATAC-BM1137-GMP1low-LS-48	GMP1low	36.383	-2.5713	-5.1106	4.3737	3.7604	0.89392	1.844	-0.19191	-1.298	-2.2288
singles-160809-scATAC-BM1137-GMP1low-LS-50	GMP1low	36.414	-2.6558	-5.1461	4.3266	3.7403	0.45271	1.8365	-0.37483	-1.4227	-2.2069
