name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	BASO_COUNT_PP001	EO_COUNT_PP001	HCT_PP001	HGB_PP001	LYMPH_COUNT_PP001	MCH_PP001	MCHC_PP001	MCV_PP001	MEAN_RETIC_VOL_PP001	MONO_COUNT_PP001	MPV_PP001	NEUTRO_COUNT_PP001	PLT_COUNT_PP001	RBC_COUNT_PP001	RETIC_COUNT_PP001	WBC_COUNT_PP001	smooth_BASO_COUNT_PP001	smooth_EO_COUNT_PP001	smooth_HCT_PP001	smooth_HGB_PP001	smooth_LYMPH_COUNT_PP001	smooth_MCH_PP001	smooth_MCHC_PP001	smooth_MCV_PP001	smooth_MEAN_RETIC_VOL_PP001	smooth_MONO_COUNT_PP001	smooth_MPV_PP001	smooth_NEUTRO_COUNT_PP001	smooth_PLT_COUNT_PP001	smooth_RBC_COUNT_PP001	smooth_RETIC_COUNT_PP001	smooth_WBC_COUNT_PP001
singles-BM0828-HSC-fresh-151027-1	HSC	35.711	-7.1492	-0.48083	3.8429	1.9815	0.88869	2.2089	-0.30095	-1.5745	-2.2186	-0.703490656360885	-0.738017576522668	-0.530091967615435	-0.060855697903515	0.0102329182733545	-0.0227228780653852	3.3700487039249	-0.111378039233849	-0.317952402913048	-0.183051988240148	0.959719738027287	1.99473931491001	0.207996647920326	-0.900953034494823	-0.803083425563781	1.95817247776189	-0.334819872787221	-0.0661541800745835	-0.355802406347827	-0.287333995686889	-0.0777033243938702	-0.0715473533613439	0.0586902736859488	-0.314052375381365	-0.321179164003127	-0.276076832070098	0.0731061536265034	0.140285050020632	0.151690006485068	-0.361973097075883	0.0796500182955018	0.0495569977273345
singles-BM0828-HSC-fresh-151027-2	HSC	36.53	-7.222	-1.5122	4.3345	2.7784	1.4717	1.9574	-0.52713	-1.4154	-2.2701	-0.216555338122205	-0.809204418525365	-1.25126611349036	-0.979900848015933	1.04150087581817	0.136651818260836	-0.798874709881254	-0.105485211123074	0.193519149388337	-0.127245064513902	2.76573067207262	-0.206767093921762	2.49312470458169	-1.09886407281243	-1.07742312176389	-0.861375016682899	-0.18357707067549	-0.293861331076075	-0.287689921356221	-0.312601446637512	-0.00535544835966073	-0.00148172275230904	-0.498404088798635	0.00408849448891606	-0.0565301269821962	-0.53115488527445	0.431080215760511	-0.0619470692078971	0.283469273149022	-0.14293561213827	0.089427560524748	-0.215233575648757
singles-BM0828-HSC-fresh-151027-3	HSC	36.501	-6.4825	-0.69156	4.2178	2.3666	1.177	2.0792	-0.16132	-1.7895	-2.3317	-0.102961174369029	-0.857756317653176	-0.950380476520539	-0.516185572666755	-0.187608055651202	-0.166047488434489	1.19066027523298	-0.595413326846702	-0.495634195188087	1.35345407208282	-0.941660031554521	-1.31451737700317	-1.3226802443727	-0.295741458869266	0.0693297760131391	-1.39389519728615	-0.191820239223592	-0.220980227796052	-0.220527912401308	-0.13068437457248	0.0417472613593436	-0.297011426473323	-0.385413277613512	-0.342668883502226	-0.305928256874792	0.109138669655548	-0.207787749120039	-0.0796138269853276	-0.262874164369808	0.0222660036407568	-0.23091503424387	-0.124970989724819
singles-BM0828-HSC-fresh-151027-4	HSC	36.537	-6.8783	-1.0337	4.0979	2.6716	1.3189	2.1164	-0.20081	-1.5947	-2.2648	-0.777912435783987	0.573119694650191	0.0693573008842321	-0.443889998507558	0.291948563784373	-0.0235132124526867	-0.656198871994566	-0.567191001486304	-0.327438161911643	-0.496012766494445	0.306416040047076	-0.987386148266681	-1.83773079968457	-1.32934495407872	-0.351564807018827	-1.69535545242063	-0.157556896013601	-0.0808331926490147	-0.0799241589165674	-0.183791434965908	0.0239705192483096	-0.111202965732245	-0.291612803350133	-0.316310959557216	-0.35052065132826	-0.234153060563391	-0.00993551916629033	-0.155895638549721	-0.126008074002645	-0.152666787832705	-0.224191869501663	-0.213274939597225
singles-BM0828-HSC-fresh-151027-5	HSC	35.409	-7.9537	-0.78786	4.411	2.259	1.1076	1.9945	-0.66139	-1.2437	-2.3142	0.207012191784348	0.0911305786376086	1.62532404386532	1.85346507282121	0.286263832611467	0.612200686939903	-0.496991070734254	0.132055070828596	0.620689097485842	0.894146909351761	0.156441138349001	-0.802693788050818	-0.480210897127072	1.5190399232537	-0.270571652449037	0.14677710288971	0.239857245254651	-0.100016686330007	-0.311886205632799	-0.222265958040386	0.196266911497612	0.136227229421178	-0.387119729164183	-0.107260060676197	-0.194530840558264	-0.0195956209653961	0.43767176819527	0.287045504597237	0.215665737676281	0.0231361085423325	0.00737939072976754	0.224999864876365
singles-BM0828-HSC-fresh-151027-6	HSC	36.976	-6.7599	-1.9741	4.1388	3.1755	1.485	1.8525	-0.31931	-1.4085	-2.3433	-0.277758717889609	-0.131337784574782	0.286750336498603	-0.792964709026198	-0.306935537320787	0.994270045995057	-0.511936061087957	0.314469144449414	-0.803812498987082	0.065736378863285	-0.600264195971983	-0.239745063226907	-0.71234531265507	-1.14613774942576	-0.830869454579419	-1.12527151498657	-0.177032557879151	0.279773329509532	0.154767650030174	0.0285897714530521	0.144281534003976	0.283459538911273	-0.286416068693998	0.156667226157221	-0.149369749349648	-0.256843318162435	0.308445461406792	-0.103998913910017	-0.0381618316868423	0.0415447701205295	-0.0407720523121137	-0.197414859998119
singles-BM0828-HSC-fresh-151027-7	HSC	36.872	-6.6326	-0.5159	4.5801	2.4649	0.86824	2.0375	-0.43571	-1.7407	-2.2514	0.300349667789216	-0.911314725266477	0.541536219407486	-0.358815994871401	-0.821434542703228	0.867791174363204	-0.380138069051516	0.0500445642482519	-0.345561760192823	1.2830574583526	0.667878900218412	-0.514476904846727	0.497708356708089	0.663733004743511	-0.372925135504958	-0.934750040792901	-0.0702394782715141	-0.359532468378165	-0.111999504012394	-0.17170396144901	-0.227470523511182	-0.24209473151054	-0.510709447007439	-0.451072941118912	-0.509632821580367	-0.108783503178229	0.166942218678039	-0.00837905855057129	0.0442828468385214	-0.346942484911552	-0.0979640313423129	-0.152112358504606
singles-BM0828-HSC-fresh-151027-10	HSC	35.791	-7.0583	-0.31701	4.2363	2.1099	1.0088	1.9267	-0.60741	-1.4489	-2.3647	0.65432608312282	-0.688955534832594	-0.87271934052707	-0.790481415952761	0.151232740458353	-0.409921519148129	-0.523178023038698	-0.55280424502162	-1.0396109819923	2.05481744736771	0.232300995035453	0.762584462615233	-0.650467507970845	-0.751496187900559	1.27718698391429	1.55105191197103	-0.176393150216469	-0.169709392133964	-0.24149237332472	-0.199684860036145	0.0544922621471683	-0.208689306779605	-0.378180400768904	-0.291849181955858	-0.441254915757373	-0.104261271094233	-0.0241056175547457	0.0123114865740673	-0.134020480614475	-0.358848797448501	0.109862268634861	0.0827609107455605
singles-BM0828-HSC-fresh-151027-11	HSC	37.185	-5.435	-1.2468	4.3732	3.6623	1.1386	1.4308	-0.19923	-1.373	-2.234	-0.527032281285076	0.103507040452579	-0.362758362261198	-0.317276809136245	-1.03100710275616	0.237956590709034	-0.757307944147265	-0.597937085701159	0.721024027144977	-1.03580235441907	1.85270904398899	-0.547851901380293	-0.0629728918058012	0.348081795963616	0.88658619556831	-0.942087594849871	-0.297192146078387	-0.0905820157478421	0.161505537186556	0.0612356343844963	0.0848380124171308	0.0247156538086342	-0.301191134076901	-0.175504603270283	-0.33499491280878	0.0197944322892199	0.150262155030446	0.0852492327632546	-0.0600889016785411	-0.114934458457394	-0.0700849666186264	-0.0544080814992935
singles-BM0828-HSC-fresh-151027-12	HSC	36.307	-7.1819	-0.72469	4.1532	2.1889	0.93391	2.1014	-0.43687	-1.5182	-2.1766	-0.488751847478676	-0.369853608305057	-0.742698090441208	-0.209427958480956	0.547597398000182	0.552227367547928	-0.304622188412553	-0.797242507064189	-1.16350898252607	-0.230233219882729	-0.926105068309642	-0.885326339814727	-0.49121330181462	-0.871521446109015	1.08961114208489	-0.862029470748254	-0.0796655090637282	-0.127948092352859	-0.186185270769718	-0.115160873259085	-0.125865214838508	-0.096643221811201	-0.414860316168499	-0.256023622372616	-0.438350121356596	-0.0823408470191919	0.0720653384709615	0.279491073324686	0.0416691323120785	-0.256779772318185	-0.089199030650958	0.279569577437111
