name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	BASO_COUNT	EO_COUNT	HCT	HGB	LYMPH_COUNT	MCH	MCHC	MCV	MEAN_RETIC_VOL	MONO_COUNT	MPV	NEUTRO_COUNT	PLT_COUNT	RBC_COUNT	RETIC_COUNT	WBC_COUNT
singles-160822-BM1137-CMP-LS-82	CMP	34.806	-8.8901	-2.973	5.8488	4.1687	1.095	2.1067	-1.1713	-1.5773	-2.1626	-0.415824587001167	2.08102029751298	-0.591852458661409	-0.480984642705086	-0.589408063849318	0.140153852983624	-0.312727901616715	0.493290254421586	0.066168354688662	2.94780106925313	1.71592265334821	-0.569839545282554	1.20708239994277	0.308285981157784	-0.537189717447274	-0.646809368548341
singles-20160617-scATAC-BM1077-CMP-HYC-50	CMP	32.896	-9.6574	-3.1526	6.0951	3.5522	0.68687	2.1014	-1.2208	-1.5128	-2.1089	-0.138687006602694	-0.225887273148438	-0.491247182658482	-0.622498461103085	-0.0920468117473693	0.000630711922822054	-0.176720512505195	-0.604979952415803	0.667501686679695	-0.373909875850392	-1.24085695945837	0.107570757046559	0.169818167360301	-0.0119632340391685	1.66001656023138	-0.151780074176156
singles-20160617-scATAC-BM1214-CMP-LS-29	CMP	33.103	-10.306	-3.7632	5.7423	4.0847	0.98435	1.7235	-0.47686	-1.5137	-2.4481	-0.569985157778413	-0.719824556531849	0.250449970592854	0.217611050664533	-0.335349168596453	0.0809258743965475	-0.475261158220264	-0.598819428914515	0.302364577110302	-0.0614010928136985	-0.782272094989661	2.12719803683732	-0.801005978487339	0.36272677218496	0.937108948269701	2.17962193575065
singles-160819-BM1137-CMP-LS-23	CMP	38.1	-6.0953	-1.2467	5.189	3.6555	0.68038	2.0015	-0.54392	-1.8557	-2.4001	-1.08194247047561	0.101687484705526	-0.677833800547159	-0.507260791404544	-0.712581046182241	-1.74770795688877	-0.494608928309612	-1.39925608616335	-1.09185489139425	0.197714338462989	-0.393255290823697	1.90833261925265	-1.78032243617598	-0.687405446852115	-1.46815166968438	1.24174756271748
singles-20160617-scATAC-BM1077-CMP-HYC-17	CMP	36.573	-8.3132	-1.1099	4.8431	3.2326	1.1174	1.8812	-0.66868	-1.409	-2.2744	-0.456520127823246	-0.382537174624123	0.229849104515201	-0.444429424138654	-0.258004279872803	-0.83668781673709	-0.307379644473589	-0.135781657212043	-1.30551449377934	-1.06954265282526	0.0238273042267088	-0.679667224639367	-1.62837524210832	-0.981465536346874	0.0184184300223902	-0.921472842013946
singles-160819-BM1137-CMP-LS-59	CMP	38.23	-4.9132	-3.4835	5.1618	4.2473	0.79903	1.7988	-0.24456	-1.8347	-2.2015	-0.56273494567527	0.756994714430866	0.869404995652263	-0.585756071741612	1.27613611928669	0.977167033372782	-0.584482334464521	0.638198413368375	0.891517905026844	0.170317870762279	-0.310783153076578	-0.276528480056088	-1.10654429478231	0.399870630073326	-0.44118445764823	-1.3540544142935
BM1077-CMP-Frozen-160106-22	CMP	37.53	-4.251	-3.1865	5.2169	2.9412	-0.032975	1.9528	-0.77402	-1.4225	-2.1361	-0.619978180000431	-0.303541945134279	-0.380338505922774	-0.193887615495039	-0.637192711296376	-0.608185805427437	-0.452966687636503	-0.2578676978794	-0.217894303931025	-0.724204963305244	0.233772703438919	-1.00244753543331	-0.692793942590993	0.12057177849064	-0.882510706207719	-0.74249615649731
singles-160819-BM1137-CMP-LS-11	CMP	37.718	-6.2576	-0.89144	4.7521	3.2013	0.62973	1.8446	-0.39254	-1.7456	-2.3662	-0.561420152486474	0.19924172306781	-0.595765138560877	-0.925346061485834	0.782688861774381	0.221023509311146	-0.61841199937959	1.42922684038581	-0.529721282617183	-1.72555933190473	-1.04589860884635	2.84577114989337	-2.20421703454669	0.606515991486152	-0.311527210777018	3.00018907867131
BM1077-CMP-Frozen-160106-39	CMP	33.424	-10.084	-3.4669	6.1529	3.6923	0.613	2.1182	-0.53522	-1.7819	-2.4281	-0.698808015820708	-0.975046583665051	0.0971193483482605	0.413106857615913	0.319295676773088	0.522921889280979	-0.2606663121938	-0.123460869047311	-0.064960104610382	-0.748696218159081	-1.366195503268	0.467806384199985	-0.912120397046468	0.561273133749789	-0.131399931762666	0.472909296395303
BM1077-CMP-Frozen-160106-21	CMP	32	-9.0904	-4.758	6.3277	4.0119	0.48382	2.3237	-0.54633	-1.9701	-2.2603	0.044374123231224	-0.531751674428561	3.39377351767628	1.99047718628112	-0.553095925198245	0.532227221665149	4.48904149748709	0.304091790683749	-0.701733264279873	-0.69739958841246	-0.732215918072784	0.68866664962965	0.241171637403824	0.289514700316878	2.52450126148072	-0.101724117848657
singles-20160726-scATAC-BM1214-CMP-LS-22	CMP	38.277	-5.7043	-2.5148	4.9364	4.0108	0.8419	1.5387	-0.76368	-1.5306	-2.2621	-0.173845383871162	-0.180619168375497	-1.32439853062193	-1.0017672100409	1.44386544390008	-0.191058806644945	-0.660940691517609	-0.0444591249876832	-0.602847460502623	-0.250980323652287	-1.19792502846729	-0.0239600017505324	-0.308608841557382	-0.973424424154291	-0.280921962896109	1.07478052153445
singles-20160617-scATAC-BM1214-CMP-LS-84	CMP	31.307	-10.824	-3.7747	5.6503	3.5302	0.50753	1.794	-0.73512	-1.2956	-2.4253	1.46811865559201	1.13498678858966	0.183251985918462	0.911040796283912	0.284294695158541	3.83996088253601	1.1361199744076	2.55736672048593	2.33009267690048	0.485141969754649	1.54558294739134	1.24021792320206	1.57483448146876	0.801447848685168	3.22492450236398	0.901571392113211
singles-20160617-scATAC-BM1214-CMP-LS-27	CMP	36.695	-8.3244	-3.4796	5.5266	4.0909	1.2976	2.0896	-0.2227	-1.487	-2.3917	-0.650707582732973	-0.150930587889931	0.176212946811427	0.648556014808948	0.503174644998058	0.947933277306265	-0.277709807587667	1.00842746954345	1.36201976766768	-0.174412872589705	1.26510500365805	-0.928931634978594	-0.97285516113634	-0.222686748975427	1.83848816512938	-1.05486653863386
BM1077-CMP-Frozen-160106-55	CMP	18.681	-11.853	-3.5342	4.7819	2.3945	-0.45406	1.4059	0.026899	-1.2837	-2.1658	-0.370160733046346	-0.369190762066177	2.17175222852024	-0.191110433165329	0.795569750545484	0.944595734754125	0.245093689215	1.27856268954308	1.73318243458093	-0.771112940084364	-0.628673901346383	0.202463789351891	-0.0217151484388383	-0.176313450371384	0.829738512053849	0.0890573169151636
BM1077-CMP-Frozen-160106-95	CMP	37.487	-6.2291	-1.7669	5.6236	3.1578	0.13144	2.2912	-0.54802	-1.8924	-2.5106	-0.5885384242938	-0.495748222724646	-0.550495622151802	-0.420380784495946	-0.109299601861417	-1.51989903663137	-0.735803157602	-1.62332319833025	-0.607589216650628	-0.611940079994188	-0.760796596396668	-0.561212449994148	-0.905766050935159	-0.950361297508889	1.53527900793099	0.575686716997249
singles-20160617-scATAC-BM1077-CMP-HYC-30	CMP	36.636	-8.1869	-3.6598	5.5187	3.6276	1.0361	1.9596	-0.77779	-1.3342	-2.4887	-0.0933338890988012	-0.14506718635517	0.716582024272191	1.03687019332405	0.280094101155107	1.14041893090035	0.136436337986781	1.05619513341893	0.721750719991516	0.532858820002885	0.866736619196762	-0.652093495773081	1.49806244907268	2.06982996602252	0.420366451861445	0.0983639356923439
BM1077-CMP-Frozen-160106-5	CMP	35.876	-2.8084	-4.9303	4.0925	3.0418	0.48302	1.6016	-0.67427	-0.95143	-2.2327	-0.533269423874243	-0.935367715921392	-0.890634775547438	-0.592776167915763	-0.861071603097507	0.0193636416976268	-0.0399973349386677	-0.0553900342921731	-0.875119529425335	-0.44744851103851	0.971117039904782	-0.122424425100662	-0.682880312051475	-0.325590803958932	0.366843161262867	0.67887131894765
singles-BM0828-CMP-frozen-151118-47	CMP	35.228	-8.4952	-3.2171	5.1224	4.3426	1.9073	1.6242	-0.77728	-1.3424	-2.1793	-0.714765743155702	-0.495565914523339	-0.247177576735772	-0.203743032207681	-0.532167208130363	-0.523802286641582	-0.93611121592582	-0.405889997985334	-0.447307283316273	-0.888024717658971	0.327996745876673	0.0381577354741715	-1.2545227270134	-0.37287027540394	1.54791627158251	-0.196532313916485
singles-20160617-scATAC-BM1077-CMP-HYC-1	CMP	33.203	-10.02	-3.7952	6.0854	4.0168	0.95663	2.1529	-0.57716	-1.8187	-2.3711	-0.291150273332525	0.757221372883331	0.300355702539653	0.257567400070205	0.519382378707055	-0.454997603779337	-0.140001802194718	0.395716775033476	0.794776544041563	0.313354771296988	-0.12415308110829	0.0601820632252011	-1.06872294380657	0.308797424914633	-0.871272622659991	-0.176782108837955
singles-160819-BM1137-CMP-LS-91	CMP	34.095	-9.7839	-3.228	5.9285	3.843	0.84057	2.1987	-0.92967	-1.5728	-2.3056	-0.583527665281939	0.965839568852092	-0.791709822055204	-0.636222683447222	1.34783946994416	-0.653201326426578	-0.673608944378422	-1.13226287277054	-1.00592537438162	-1.30688183564247	-0.886410401320025	-0.887386473635435	-0.253445531995487	-0.291184535764904	1.02227476490858	0.591684600785104
singles-160822-BM1137-CMP-LS-37	CMP	36.915	-7.9132	-1.4713	5.0412	2.9564	1.1571	2.144	-0.75427	-1.5831	-2.4563	-0.747358714012633	-1.52341664399083	-1.32536185572782	-1.57160213667577	-1.28579538772634	-1.5929448191554	-1.12065308965482	-1.31611481912258	-0.681277129538519	-1.44427557815805	0.318723816878436	-0.429690324460891	-0.378353092111392	-0.627465134983972	0.056830199397835	-1.15416895445128
singles-160822-BM1137-CMP-LS-6	CMP	38.074	-4.3028	-2.4632	5.206	4.3253	0.4064	1.6082	-0.25644	-1.6425	-2.2679	-0.52908145162262	-0.536798088660139	0.296389276552679	-0.491300618701622	-0.796633769556246	2.53428863664846	-0.58874301637987	0.644680456739826	0.452117157376947	1.45975245245616	0.259991465993544	-0.100785979520285	0.303269096556591	0.591364498896719	2.02767905076987	-0.172035844974299
singles-20160726-scATAC-BM1214-CMP-LS-48	CMP	34.821	-6.2335	-5.3327	5.8637	4.5433	1.1813	2.1572	-0.62626	-1.914	-1.9834	-0.388872348078512	-0.791587240136315	-0.56948932386853	-0.359468870917703	-0.379839596085825	-0.73556654313185	-0.374552685234247	-0.492206815893266	-1.4173461009513	0.478713126676583	0.518382253311642	-0.838948942462656	-0.0863740936700426	-0.887586238296626	-0.0359499786992483	-0.370213369087343
BM1077-CMP-Frozen-160106-74	CMP	37.742	-5.3859	-2.9074	5.5248	3.4653	0.17408	1.9035	-0.91497	-1.3495	-2.1879	1.55082939944906	-1.03654687512074	0.0579163574472674	0.273051382745534	-0.143285873951211	-0.513653272619013	-0.291217274111698	0.0418082427640093	-0.980264294212357	0.881249583347422	-1.10326987489299	-0.665125036873351	1.15493115796668	-0.19691487883551	0.091630798332881	-0.425730381214579
singles-20160726-scATAC-BM1214-CMP-LS-53	CMP	36.734	-4.8522	-4.9762	5.0197	4.5631	1.3572	1.8036	-0.44634	-1.5931	-2.1587	-0.348864003593431	-0.378793418608301	1.12266090703703	2.67748403300415	-0.799837891488986	-0.65026406284196	0.0309787833802438	-0.739642955275964	0.794378915318584	-0.190833234862133	1.13820938671187	1.63589543841332	-0.707262928142263	-0.550837401319995	-0.630551142442327	1.10455283241912
singles-160819-BM1137-CMP-LS-51	CMP	34.85	-8.5722	-4.0191	6.1559	4.5608	1.2108	2.0116	-0.81002	-1.7841	-2.3097	-0.517386640898321	-0.661443858727939	-0.303390214416114	-0.745228241601263	-0.687443533971931	0.347250852698729	-0.723076148545579	0.222126297099391	0.507106444032464	-0.715079254252952	1.67586939647119	0.343428119746993	3.09084123352136	-0.545790230718584	0.172931667942592	0.0633229366834739
singles-20160617-scATAC-BM1077-CMP-HYC-24	CMP	34.271	-9.6149	-3.6763	5.8754	3.4229	1.0832	2.3174	-0.79985	-1.5075	-2.4999	-0.361220657605088	-0.95824590522079	-0.814284846109428	-0.724910714507921	-0.416271184482601	-0.254449895046451	-0.289668574848044	-0.377409335621658	-1.46877929270057	-1.06466441728861	-0.0144400614244724	-0.696346553896288	-0.645767879370915	-0.783357776262055	0.780429001750609	-0.685462986684853
singles-160822-BM1137-CMP-LS-54	CMP	37.262	-7.6743	-2.5575	5.7861	3.8175	0.77803	2.1411	-0.85537	-1.8549	-2.2628	0.0959653512211386	-0.203353626494948	-1.37788669100927	-1.15229751663455	0.552748790518115	-0.247101777916235	0.911599290374013	-0.268285552658565	-0.555267107594775	0.196445462762188	0.694634260967309	-0.766997449355165	-0.000757399195953376	-0.743841214950061	-0.668084724476997	-1.12884797349425
